model,pair_id,error_type,cosine_score,threshold,report_a_id,report_b_id,title_a,title_b,component_a,component_b
bm25_baseline,pair_0722,false_negative,0.217386,0.7,syn_oauth_redirect_loop_07,syn_oauth_redirect_loop_09,Session not persisted after OAuth: SameSite policy issue,Redirect loop after Google OAuth authentication,network_error,network_error
bm25_baseline,pair_2464,false_negative,0.375125,0.7,sdk_listener_leak_04,sdk_listener_leak_09,100 scroll listeners piled up — performance tanking,100 scroll listeners leaked — no cleanup,list,list
bm25_baseline,pair_0548,false_negative,0.347565,0.7,syn_cors_preflight_00,syn_cors_preflight_03,API calls fail with CORS error after deploying to new subdomain,Cross-origin requests blocked after subdomain migration,network_error,network_error
bm25_baseline,pair_1074,false_negative,0.144015,0.7,syn_geolocation_timeout_05,syn_geolocation_timeout_09,sttroe locateer mp allways shows new york not my location,"Geolocation times out, map shows wrong city",network_error,network_error
bm25_baseline,pair_0131,false_negative,0.358791,0.7,syn_infinite_scroll_memory_04,syn_infinite_scroll_memory_08,Infinite scrll causes OOM on feed page,Memory leak: feed items never garbage collected,performance,performance
bm25_baseline,pair_1948,false_negative,0.384208,0.7,sdk_unauthorized_401_01,sdk_unauthorized_401_06,Protected endpoint rejects request with expired bearer token,Logged-in user gets 401 when accessing account data,auth,auth
bm25_baseline,pair_1224,false_negative,0.267667,0.7,syn_video_autoplay_blocked_00,syn_video_autoplay_blocked_09,Hero video shows black rectangle — autoplay blocked by browser,"Hero video black — autoplay blocked, no fallback",ui_interaction,ui_interaction
bm25_baseline,pair_2404,false_negative,0.54556,0.7,sdk_unhandled_promise_02,sdk_unhandled_promise_05,Unhandled rejection: Promise.reject without .catch in sync module,"backgrond sync fails with no eror message, data might be stale",profile,profile
bm25_baseline,pair_0078,false_negative,0.276966,0.7,syn_login_csrf_03,syn_login_csrf_05,Can't log in after leaving tab open,logi broken if page left open too long,network_error,network_error
bm25_baseline,pair_0954,false_negative,0.412969,0.7,syn_notification_permission_00,syn_notification_permission_08,Push notification permission prompt fires on every page load,"Notification asking permission many time, user already say no",ui_interaction,ui_interaction
bm25_baseline,pair_2269,false_negative,0.58118,0.7,sdk_stale_closure_02,sdk_stale_closure_05,"Stale closure bug: handler captures initial state, misses 5 updates","handler shows 0 insted of 5, its using the old value",forms,forms
bm25_baseline,pair_0240,false_negative,0.343824,0.7,syn_search_empty_state_00,syn_search_empty_state_08,Search shows 'No results' for a split second before actual results appear,SearchResults component: batching issue causes flicker,state_management,state_management
bm25_baseline,pair_1404,false_negative,0.43615,0.7,sdk_api_500_01,sdk_api_500_02,Product listing fails to load — API returns error status,HTTP error from /products blocks product page rendering,product,product
bm25_baseline,pair_0379,false_negative,0.368138,0.7,syn_websocket_reconnect_01,syn_websocket_reconnect_06,WebSocket doesn't reconnect after WiFi drops,WebSocket CLOSED state not handled on network recovery,network_error,network_error
bm25_baseline,pair_0267,false_negative,0.255206,0.7,syn_search_empty_state_04,syn_search_empty_state_09,Search UX broken — flashing empty state,Flicker in search — empty state shows between results,state_management,state_management
bm25_baseline,pair_0780,false_negative,0.44243,0.7,syn_stale_cache_01,syn_stale_cache_05,Dashboard shows old data after deploy,"dashboard data s wrong after update, shows old numbeers",state_management,state_management
bm25_baseline,pair_1359,false_negative,0.487788,0.7,sdk_checkout_crash_01,sdk_checkout_crash_02,Payment processing throws TypeError on undefined handler,TypeError in checkout: processPayment called on undefined,checkout,checkout
bm25_baseline,pair_1959,false_negative,0.361726,0.7,sdk_unauthorized_401_03,sdk_unauthorized_401_04,Can't access my data — getting authentication error,401 error on API call — token expired,auth,auth
bm25_baseline,pair_1794,false_negative,0.561659,0.7,sdk_array_bounds_06,sdk_array_bounds_07,Item list crashes when trying to format the last element,"Array bounds error: items[items.length] returns undefined, not last element",list,list
bm25_baseline,pair_0703,false_negative,0.281967,0.7,syn_oauth_redirect_loop_03,syn_oauth_redirect_loop_04,OAuth callback fails to set session — redirect loop,oogle auth: SameSite cookie blocks session creation,network_error,network_error
bm25_baseline,pair_0746,false_negative,0.421594,0.7,syn_animation_jank_02,syn_animation_jank_08,Janky animation: accordion uses height instead of transform,CLS 0.32 from accordion: needs GPU-accelerated animation,performance,performance
bm25_baseline,pair_0196,false_negative,0.281607,0.7,syn_file_upload_crash_00,syn_file_upload_crash_09,App crashes when uploading files larger than 10MB,Upload component breaks with large files,js_error,js_error
bm25_baseline,pair_1091,false_negative,0.209157,0.7,syn_pdf_export_blank_01,syn_pdf_export_blank_03,Exported PDF has blank pages after page 2,PDF export cuts off after 2 pages — rest is blank,js_error,js_error
bm25_baseline,pair_2033,false_negative,0.383861,0.7,sdk_websocket_fail_00,sdk_websocket_fail_09,WebSocket connection failed,WebSocket connection failed — no notifications,websocket,websocket
bm25_baseline,pair_0823,false_negative,0.203028,0.7,syn_a11y_focus_trap_01,syn_a11y_focus_trap_03,Tab key escapes modal dialog to background,Screen reader can access content behind open modal,css_ui,css_ui
bm25_baseline,pair_0012,false_negative,0.244289,0.7,syn_checkout_coupon_00,syn_checkout_coupon_05,Checkout button unresponsive after coupon applied,klick on 'place order' dose nothing with coupon,ui_interaction,ui_interaction
bm25_baseline,pair_0148,false_negative,0.218709,0.7,syn_dark_mode_flash_00,syn_dark_mode_flash_06,White flash when navigating between pages in dark mode,Flash of unstyled content with dark color scheme,css_ui,css_ui
bm25_baseline,pair_0899,false_negative,0.50962,0.7,syn_useeffect_loop_07,syn_useeffect_loop_08,React infinite loop: useEffect with non-memoized dep,Profile page: useEffect → setState → re-render → loop,react_specific,react_specific
bm25_baseline,pair_1923,false_negative,0.302176,0.7,sdk_network_timeout_04,sdk_network_timeout_08,Network request just hangs and then fails,"Request to API fail because timeout, abort signal fire",api,api
bm25_baseline,pair_1887,false_negative,0.34771,0.7,sdk_cors_error_07,sdk_cors_error_08,CORS preflight failure: Access-Control-Allow-Origin missing from response,"Browser block request to other server, CORS error",api,api
bm25_baseline,pair_1843,false_negative,0.418685,0.7,sdk_invalid_date_07,sdk_invalid_date_09,Input sanitization gap: date field passes invalid string to Date constructor,Invalid date input crashes — no validation,datepicker,datepicker
bm25_baseline,pair_0280,false_negative,0.297541,0.7,syn_modal_scroll_lock_00,syn_modal_scroll_lock_03,Background page scrolls when modal is open on iOS,Body scroll not locked when dialog is open (mobile Safari),css_ui,css_ui
bm25_baseline,pair_2396,false_negative,0.471538,0.7,sdk_unhandled_promise_01,sdk_unhandled_promise_04,Background sync promise rejects without catch handler,Promise rejection not caught — sync error silent,profile,profile
bm25_baseline,pair_2417,false_negative,0.434171,0.7,sdk_unhandled_promise_04,sdk_unhandled_promise_07,Promise rejection not caught — sync error silent,Silent failure: background sync Promise.reject with no error boundary,profile,profile
bm25_baseline,pair_0855,false_negative,0.26052,0.7,syn_a11y_focus_trap_07,syn_a11y_focus_trap_09,Accessibility: focus escapes dialog boundary,Focus escapes dialog to background elements,css_ui,css_ui
bm25_baseline,pair_0453,false_negative,0.429327,0.7,syn_form_validation_race_07,syn_form_validation_race_08,No double-submit protection on signup form,Client validation race: form sent before checks complete,state_management,state_management
bm25_baseline,pair_1883,false_negative,0.292978,0.7,sdk_cors_error_05,sdk_cors_error_09,"cant fetch from external api, browser blocks it with cors eror",CORS blocks external API fetch,api,api
bm25_baseline,pair_2122,false_negative,0.374112,0.7,sdk_dom_explosion_00,sdk_dom_explosion_08,DOM explosion: 5000 nodes inserted in 49ms,"Gallery add 5000 element to page at same time, very slow",gallery,gallery
bm25_baseline,pair_0583,false_negative,0.548994,0.7,syn_cors_preflight_05,syn_cors_preflight_08,"api calls broken after movng to new domain, cors error",All XHR blocked: CORS policy doesn't allow new origin,network_error,network_error
bm25_baseline,pair_2064,false_negative,0.417155,0.7,sdk_websocket_fail_06,sdk_websocket_fail_07,No real-time notifications — WebSocket connection refused,WebSocket onerror: connection to wss://invalid-ws-host failed,websocket,websocket
bm25_baseline,pair_1681,false_negative,0.649093,0.7,sdk_stack_overflow_01,sdk_stack_overflow_09,Infinite recursion in render cycle causes Maximum call stack exceeded,Stack overflow from render loop,feed,feed
bm25_baseline,pair_1851,false_negative,0.434678,0.7,sdk_cors_error_00,sdk_cors_error_07,CORS error: cross-origin request blocked,CORS preflight failure: Access-Control-Allow-Origin missing from response,api,api
bm25_baseline,pair_1558,false_negative,0.457275,0.7,sdk_broken_image_03,sdk_broken_image_08,Headphones product shows broken image icon,"Product image not load, show broken picture icon",product,product
bm25_baseline,pair_1658,false_negative,0.444235,0.7,sdk_json_parse_crash_05,sdk_json_parse_crash_09,setings page crashs becuse of bad json from the api,Malformed JSON crashes settings page,api,api
bm25_baseline,pair_0807,false_negative,0.19571,0.7,syn_stale_cache_06,syn_stale_cache_07,Stale service worker cache persists across deployments,Cache-first SW strategy breaks on redeploy,state_management,state_management
bm25_baseline,pair_1908,false_negative,0.310455,0.7,sdk_network_timeout_02,sdk_network_timeout_04,AbortError: fetch cancelled due to network timeout,Network request just hangs and then fails,api,api
bm25_baseline,pair_1642,false_negative,0.57791,0.7,sdk_json_parse_crash_02,sdk_json_parse_crash_08,API returns invalid JSON: SyntaxError at position 27,"API send broken JSON, settings page crash when try to parse",api,api
bm25_baseline,pair_1374,false_negative,0.379757,0.7,sdk_checkout_crash_03,sdk_checkout_crash_04,Checkout crashes when you try to pay,Payment button kills the page,checkout,checkout
bm25_baseline,pair_2400,false_negative,0.508235,0.7,sdk_unhandled_promise_01,sdk_unhandled_promise_08,Background sync promise rejects without catch handler,"Background sync fail but no error show, user not know",profile,profile
bm25_baseline,pair_0595,false_negative,0.21825,0.7,syn_dropdown_z_index_00,syn_dropdown_z_index_05,Dropdown menu appears behind the table header on scroll,droopdown menu goes behindd the header when i scroll down,css_ui,css_ui
bm25_baseline,pair_1085,false_negative,0.464664,0.7,syn_pdf_export_blank_00,syn_pdf_export_blank_05,PDF export generates blank pages for reports longer than 2 pages,"pdf exprot is blank afer page 2, only works for short reporst",js_error,js_error
bm25_baseline,pair_1769,false_negative,0.534447,0.7,sdk_array_bounds_01,sdk_array_bounds_07,Off-by-one error: accessing array element beyond length,"Array bounds error: items[items.length] returns undefined, not last element",list,list
bm25_baseline,pair_0016,false_negative,0.283663,0.7,syn_checkout_coupon_00,syn_checkout_coupon_09,Checkout button unresponsive after coupon applied,Оформление заказа не работает с купоном,ui_interaction,ui_interaction
bm25_baseline,pair_1845,false_negative,0.467577,0.7,sdk_cors_error_00,sdk_cors_error_01,CORS error: cross-origin request blocked,Cross-origin fetch blocked — server missing CORS headers,api,api
bm25_baseline,pair_0869,false_negative,0.545862,0.7,syn_useeffect_loop_01,syn_useeffect_loop_05,Infinite re-render on profile edit form,profile edit page freezes browser completeyl,react_specific,react_specific
bm25_baseline,pair_0345,false_negative,0.153254,0.7,syn_date_picker_timezone_03,syn_date_picker_timezone_04,Timezone bug in date selection component,Caendar shows yesteerday for users in UTC+9,js_error,js_error
bm25_baseline,pair_0806,false_negative,0.201545,0.7,syn_stale_cache_05,syn_stale_cache_09,"dashboard data s wrong after update, shows old numbeers",Users see stale dashboard data after new deployment,state_management,state_management
bm25_baseline,pair_1209,false_negative,0.146472,0.7,syn_password_reveal_crash_05,syn_password_reveal_crash_09,clicking show pasword icon crashes when pasword field emtpy,Password toggle crash on empty field,js_error,js_error
bm25_baseline,pair_1536,false_negative,0.338129,0.7,sdk_broken_image_00,sdk_broken_image_07,Broken product image: 404 on headphones.png,Asset 404: headphones.png not found on image server,product,product
bm25_baseline,pair_0636,false_negative,0.276189,0.7,syn_react_key_warning_00,syn_react_key_warning_03,List re-renders completely when a single item is added,Performance issue: list uses index as key,react_specific,react_specific
bm25_baseline,pair_1457,false_negative,0.294851,0.7,sdk_slow_page_02,sdk_slow_page_03,Performance degradation: orders view exceeds 4x latency threshold,Orders page is painfully slow,orders,orders
bm25_baseline,pair_2174,false_negative,0.68734,0.7,sdk_heavy_canvas_01,sdk_heavy_canvas_07,Image upload creates oversized canvas — 256MB memory allocation,Unbounded canvas allocation: no dimension check before 8000x8000 getImageData,upload,upload
bm25_baseline,pair_1931,false_negative,0.24823,0.7,sdk_network_timeout_06,sdk_network_timeout_09,Unable to complete action — request timed out,API timeout — request aborted,api,api
bm25_baseline,pair_2060,false_negative,0.316906,0.7,sdk_websocket_fail_05,sdk_websocket_fail_06,"websockt conection to notification servce fails, no live updats",No real-time notifications — WebSocket connection refused,websocket,websocket
bm25_baseline,pair_2094,false_negative,0.563402,0.7,sdk_long_task_03,sdk_long_task_04,Page freezes for 3 seconds — can't do anything,3-second freeze on the page,feed,feed
bm25_baseline,pair_1297,false_negative,0.475589,0.7,syn_chart_resize_overflow_05,syn_chart_resize_overflow_08,chart verlfows its containr when resizing the browsr window,"Chart go outside container when change window size, overlap other widget",css_ui,css_ui
bm25_baseline,pair_1443,false_negative,0.312189,0.7,sdk_slow_page_00,sdk_slow_page_04,Slow page load: Orders took 4.0s,Orders loading too slow — spinner sits there forever,orders,orders
bm25_baseline,pair_1250,false_negative,0.14214,0.7,syn_video_autoplay_blocked_04,syn_video_autoplay_blocked_09,"Hero video doesn't play, just black","Hero video black — autoplay blocked, no fallback",ui_interaction,ui_interaction
bm25_baseline,pair_1907,false_negative,0.384649,0.7,sdk_network_timeout_02,sdk_network_timeout_03,AbortError: fetch cancelled due to network timeout,API call timed out — request aborted,api,api
bm25_baseline,pair_1977,false_negative,0.450498,0.7,sdk_unauthorized_401_07,sdk_unauthorized_401_08,Bearer token validation failure: 401 on GET to protected resource,"API return 401 error, user token not valid anymore",auth,auth
bm25_baseline,pair_2082,false_negative,0.596411,0.7,sdk_long_task_01,sdk_long_task_05,UI completely frozen for 3 seconds during heavy computation,"page completly froze for 3 secnds, couldnt click anythng",feed,feed
bm25_baseline,pair_1081,false_negative,0.566965,0.7,syn_pdf_export_blank_00,syn_pdf_export_blank_01,PDF export generates blank pages for reports longer than 2 pages,Exported PDF has blank pages after page 2,js_error,js_error
bm25_baseline,pair_0176,false_negative,0.195867,0.7,syn_dark_mode_flash_04,syn_dark_mode_flash_08,Theme persistene broken o pae navigation,Visual regression: dark theme flickers on navigate,css_ui,css_ui
bm25_baseline,pair_0356,false_negative,0.158077,0.7,syn_date_picker_timezone_05,syn_date_picker_timezone_06,date picker off by one day for some users,Date component: UTC conversion bug for positive offset timezones,js_error,js_error
bm25_baseline,pair_0947,false_negative,0.543793,0.7,syn_notification_permission_00,syn_notification_permission_01,Push notification permission prompt fires on every page load,Browser notification prompt appears on every single page load,ui_interaction,ui_interaction
bm25_baseline,pair_2419,false_negative,0.447542,0.7,sdk_unhandled_promise_04,sdk_unhandled_promise_09,Promise rejection not caught — sync error silent,Unhandled promise rejection — sync fails silently,profile,profile
bm25_baseline,pair_0964,false_negative,0.084183,0.7,syn_notification_permission_02,syn_notification_permission_03,Repeated Notification.requestPermission() calls ignore user denial,Notification popup won't stop appearing,ui_interaction,ui_interaction
bm25_baseline,pair_0715,false_negative,0.393937,0.7,syn_oauth_redirect_loop_05,syn_oauth_redirect_loop_07,stuck in redrect loop after google login,Session not persisted after OAuth: SameSite policy issue,network_error,network_error
bm25_baseline,pair_1174,false_negative,0.363902,0.7,syn_password_reveal_crash_00,syn_password_reveal_crash_04,Toggle password visibility crashes when password field is empty,Passwoord tggle breeaks if you haevn't tyepd anything,js_error,js_error
bm25_baseline,pair_1911,false_negative,0.349748,0.7,sdk_network_timeout_02,sdk_network_timeout_07,AbortError: fetch cancelled due to network timeout,Network failure: AbortController triggered after 2s timeout on unresponsive endp,api,api
bm25_baseline,pair_2096,false_negative,0.529856,0.7,sdk_long_task_03,sdk_long_task_06,Page freezes for 3 seconds — can't do anything,Application becomes unresponsive for several seconds,feed,feed
bm25_baseline,pair_0903,false_negative,0.509104,0.7,syn_clipboard_paste_crash_00,syn_clipboard_paste_crash_02,App crashes when pasting rich text into plain text field,Input field crashes when pasting from Word or Google Docs,js_error,js_error
bm25_baseline,pair_0360,false_negative,0.150714,0.7,syn_date_picker_timezone_06,syn_date_picker_timezone_07,Date component: UTC conversion bug for positive offset timezones,Off-by-one date for timezones ahead of UTC,js_error,js_error
bm25_baseline,pair_2025,false_negative,0.492096,0.7,sdk_websocket_fail_00,sdk_websocket_fail_01,WebSocket connection failed,WebSocket to notification service fails to connect,websocket,websocket
bm25_baseline,pair_0367,false_negative,0.397953,0.7,syn_websocket_reconnect_00,syn_websocket_reconnect_02,Real-time notifications stop working after network reconnect,Live updates break after network interruption,network_error,network_error
bm25_baseline,pair_1583,false_negative,0.292573,0.7,sdk_rage_clicks_00,sdk_rage_clicks_09,"Rage clicks detected: user clicked ""Submit Order"" 6 times",Submit Order button dead,orders,orders
bm25_baseline,pair_1251,false_negative,0.218849,0.7,syn_video_autoplay_blocked_05,syn_video_autoplay_blocked_06,"homepage video is just a black rectangel, nothing plays",Customer-facing: hero section appears broken with black video frame,ui_interaction,ui_interaction
bm25_baseline,pair_1772,false_negative,0.558233,0.7,sdk_array_bounds_02,sdk_array_bounds_03,TypeError from array index out-of-bounds: items[length] is undefined,List crashes on the last item — array index wrong,list,list
bm25_baseline,pair_1618,false_negative,0.326029,0.7,sdk_rage_clicks_07,sdk_rage_clicks_09,UX issue: rage clicks detected on unresponsive order submit CTA,Submit Order button dead,orders,orders
bm25_baseline,pair_1672,false_negative,0.669501,0.7,sdk_stack_overflow_00,sdk_stack_overflow_08,Stack overflow in component render,"Component render loop cause stack overflow, page crash",feed,feed
bm25_baseline,pair_0685,false_negative,0.527854,0.7,syn_oauth_redirect_loop_00,syn_oauth_redirect_loop_07,Infinite redirect loop after OAuth login with Google,Session not persisted after OAuth: SameSite policy issue,network_error,network_error
bm25_baseline,pair_0828,false_negative,0.416028,0.7,syn_a11y_focus_trap_01,syn_a11y_focus_trap_08,Tab key escapes modal dialog to background,a11y focus trap missing on modal component,css_ui,css_ui
bm25_baseline,pair_1659,false_negative,0.566819,0.7,sdk_json_parse_crash_06,sdk_json_parse_crash_07,Settings page shows error after API returns corrupted data,JSON deserialization failure: preferences API response is malformed,api,api
bm25_baseline,pair_1403,false_negative,0.456651,0.7,sdk_api_500_00,sdk_api_500_09,Product API failure: API returned 404 ,Products API error — blank page,product,product
bm25_baseline,pair_1813,false_negative,0.477539,0.7,sdk_invalid_date_01,sdk_invalid_date_06,RangeError when calling toISOString on invalid Date object,Date field accepts invalid input and crashes on processing,datepicker,datepicker
bm25_baseline,pair_0450,false_negative,0.261649,0.7,syn_form_validation_race_06,syn_form_validation_race_07,Submit button lacks debounce — allows duplicate requests,No double-submit protection on signup form,state_management,state_management
bm25_baseline,pair_1871,false_negative,0.40473,0.7,sdk_cors_error_03,sdk_cors_error_06,External API call blocked by CORS,Integration broken: external API requests blocked by CORS policy,api,api
bm25_baseline,pair_1598,false_negative,0.340142,0.7,sdk_rage_clicks_02,sdk_rage_clicks_09,Dead click target: Submit Order button has no bound event handler,Submit Order button dead,orders,orders
bm25_baseline,pair_2182,false_negative,0.538517,0.7,sdk_heavy_canvas_02,sdk_heavy_canvas_08,Canvas memory spike: 8000x8000 getImageData allocates 256MB,"Upload create very big canvas, use too much memory for image",upload,upload
bm25_baseline,pair_1624,false_negative,0.581442,0.7,sdk_json_parse_crash_00,sdk_json_parse_crash_05,JSON parse crash: Expected property name or '}' in JSON at position 27 (line 1 c,setings page crashs becuse of bad json from the api,api,api
bm25_baseline,pair_1990,false_negative,0.404386,0.7,sdk_rate_limit_429_01,sdk_rate_limit_429_03,Rapid API requests trigger burst of failures,Fired too many requests too fast — some failed,api,api
bm25_baseline,pair_0618,false_negative,0.262485,0.7,syn_dropdown_z_index_03,syn_dropdown_z_index_09,Context menu invisible under fixed header,Dropdown menu renders behind sticky table header,css_ui,css_ui
bm25_baseline,pair_0846,false_negative,0.304823,0.7,syn_a11y_focus_trap_04,syn_a11y_focus_trap_09,Missing focus trap in settings dialog,Focus escapes dialog to background elements,css_ui,css_ui
bm25_baseline,pair_0594,false_negative,0.399154,0.7,syn_dropdown_z_index_00,syn_dropdown_z_index_04,Dropdown menu appears behind the table header on scroll,Table row actions obscured by sticky header,css_ui,css_ui
bm25_baseline,pair_2244,false_negative,0.469793,0.7,sdk_storage_quota_06,sdk_storage_quota_07,App fails to save preferences — shows no error to user,Storage capacity: localStorage.setItem fails on 6MB payload (5MB browser limit),cache,cache
bm25_baseline,pair_2208,false_negative,0.593047,0.7,sdk_storage_quota_00,sdk_storage_quota_04,localStorage quota exceeded: QuotaExceededError,localStorage full — write fails with quota error,cache,cache
bm25_baseline,pair_0097,false_negative,0.373445,0.7,syn_login_csrf_08,syn_login_csrf_09,403 Forbidden: login form needs page reload after timeout,Login page returns 403 after long inactivity,network_error,network_error
bm25_baseline,pair_1218,false_negative,0.24414,0.7,syn_video_autoplay_blocked_00,syn_video_autoplay_blocked_03,Hero video shows black rectangle — autoplay blocked by browser,Black box where the hero video should be,ui_interaction,ui_interaction
bm25_baseline,pair_2171,false_negative,0.63418,0.7,sdk_heavy_canvas_01,sdk_heavy_canvas_04,Image upload creates oversized canvas — 256MB memory allocation,Upload handler eats 256MB for image processing,upload,upload
bm25_baseline,pair_1721,false_negative,0.382872,0.7,sdk_null_dom_01,sdk_null_dom_04,TypeError: setting textContent on null — missing DOM element,Null reference crash on profile page,profile,profile
bm25_baseline,pair_1262,false_negative,0.289791,0.7,syn_chart_resize_overflow_00,syn_chart_resize_overflow_03,Dashboard chart overflows container on window resize,Chart goes outside its box when I resize the window,css_ui,css_ui
bm25_baseline,pair_2057,false_negative,0.302744,0.7,sdk_websocket_fail_04,sdk_websocket_fail_07,WebSocket connection error — no live updates,WebSocket onerror: connection to wss://invalid-ws-host failed,websocket,websocket
bm25_baseline,pair_1050,false_negative,0.404328,0.7,syn_geolocation_timeout_01,syn_geolocation_timeout_07,Store locator defaults to NYC — geolocation silently fails,"Geolocation error path: silent fallback to (40.71, -74.00) with no UI feedback",network_error,network_error
bm25_baseline,pair_1439,false_negative,0.420907,0.7,sdk_api_500_08,sdk_api_500_09,"Product page not show any item, API give error",Products API error — blank page,product,product
bm25_baseline,pair_0574,false_negative,0.263056,0.7,syn_cors_preflight_03,syn_cors_preflight_08,Cross-origin requests blocked after subdomain migration,All XHR blocked: CORS policy doesn't allow new origin,network_error,network_error
bm25_baseline,pair_0272,false_negative,0.268541,0.7,syn_search_empty_state_06,syn_search_empty_state_07,Race condition in search results rendering,Debounced search shows intermediate empty state,state_management,state_management
bm25_baseline,pair_2283,false_negative,0.633185,0.7,sdk_stale_closure_04,sdk_stale_closure_08,Handler shows wrong value — stale state,"Handler show old value 0, real value is 5, not update",forms,forms
bm25_baseline,pair_2365,false_negative,0.455914,0.7,sdk_layout_shift_03,sdk_layout_shift_05,Page jumps down when the promo banner loads,"page jumps when a baner loads late, pushes evrything down",modal,modal
bm25_baseline,pair_2155,false_negative,0.353058,0.7,sdk_dom_explosion_06,sdk_dom_explosion_08,Gallery page causes browser to stutter with massive DOM,"Gallery add 5000 element to page at same time, very slow",gallery,gallery
bm25_baseline,pair_0912,false_negative,0.164184,0.7,syn_clipboard_paste_crash_01,syn_clipboard_paste_crash_03,TypeError on paste: rich text handling fails in input field,Paste from clipboard kills the form,js_error,js_error
bm25_baseline,pair_1795,false_negative,0.524165,0.7,sdk_array_bounds_06,sdk_array_bounds_08,Item list crashes when trying to format the last element,"Code use wrong index for last item in array, cause crash",list,list
bm25_baseline,pair_1581,false_negative,0.428707,0.7,sdk_rage_clicks_00,sdk_rage_clicks_07,"Rage clicks detected: user clicked ""Submit Order"" 6 times",UX issue: rage clicks detected on unresponsive order submit CTA,orders,orders
bm25_baseline,pair_1335,false_negative,0.365718,0.7,syn_service_worker_stale_04,syn_service_worker_stale_05,Service workr cachinng too aggresssively after deploy,"users see old version of app after we depoly new one, have to hard refesh",state_management,state_management
bm25_baseline,pair_1731,false_negative,0.578373,0.7,sdk_null_dom_02,sdk_null_dom_07,Null reference: #user-avatar-container not in DOM when accessed,Conditional render gap: avatar container accessed before DOM insertion,profile,profile
bm25_baseline,pair_1493,false_negative,0.353622,0.7,sdk_form_crash_00,sdk_form_crash_09,Form validation crash: Cannot read properties of undefined (reading 'toUpperCase,Empty form submit crashes page,checkout,checkout
bm25_baseline,pair_1129,false_negative,0.39603,0.7,syn_drag_drop_ghost_00,syn_drag_drop_ghost_04,Drag ghost image persists after drop — covers content,Drga preview doesn't go away after drop,css_ui,css_ui
bm25_baseline,pair_2342,false_negative,0.46041,0.7,sdk_layout_shift_00,sdk_layout_shift_03,Layout shift: late-loading banner pushes content down,Page jumps down when the promo banner loads,modal,modal
bm25_baseline,pair_0442,false_negative,0.367542,0.7,syn_form_validation_race_04,syn_form_validation_race_06,Double-cick on register creates duplicate API aclls,Submit button lacks debounce — allows duplicate requests,state_management,state_management
bm25_baseline,pair_0718,false_negative,0.283568,0.7,syn_oauth_redirect_loop_06,syn_oauth_redirect_loop_07,Cross-site cookie rejection breaks OAuth flow,Session not persisted after OAuth: SameSite policy issue,network_error,network_error
bm25_baseline,pair_1787,false_negative,0.55649,0.7,sdk_array_bounds_04,sdk_array_bounds_07,Array off-by-one bug crashes item list,"Array bounds error: items[items.length] returns undefined, not last element",list,list
bm25_baseline,pair_1660,false_negative,0.600037,0.7,sdk_json_parse_crash_06,sdk_json_parse_crash_08,Settings page shows error after API returns corrupted data,"API send broken JSON, settings page crash when try to parse",api,api
bm25_baseline,pair_1509,false_negative,0.481927,0.7,sdk_form_crash_03,sdk_form_crash_04,Checkout form crashes with empty fields,Form blows up if you submit it empty,checkout,checkout
bm25_baseline,pair_0749,false_negative,0.262369,0.7,syn_animation_jank_03,syn_animation_jank_05,Layout thrashing in accordion expand animation,faq accordion is super laggy on my android phoen,performance,performance
bm25_baseline,pair_0090,false_negative,0.433996,0.7,syn_login_csrf_05,syn_login_csrf_08,logi broken if page left open too long,403 Forbidden: login form needs page reload after timeout,network_error,network_error
bm25_baseline,pair_0535,false_negative,0.182952,0.7,syn_ssr_hydration_mismatch_04,syn_ssr_hydration_mismatch_09,React hydration warnning on product detail page,Price format mismatch between server and client rendering,react_specific,react_specific
bm25_baseline,pair_1755,false_negative,0.531074,0.7,sdk_array_bounds_00,sdk_array_bounds_01,Array index out of bounds: Cannot read properties of undefined (reading 'toStrin,Off-by-one error: accessing array element beyond length,list,list
bm25_baseline,pair_0776,false_negative,0.357153,0.7,syn_stale_cache_00,syn_stale_cache_08,Users see outdated dashboard data after deployment,"Service worker: skipWaiting not called, cache persists",state_management,state_management
bm25_baseline,pair_2406,false_negative,0.464666,0.7,sdk_unhandled_promise_02,sdk_unhandled_promise_07,Unhandled rejection: Promise.reject without .catch in sync module,Silent failure: background sync Promise.reject with no error boundary,profile,profile
bm25_baseline,pair_2423,false_negative,0.39868,0.7,sdk_unhandled_promise_05,sdk_unhandled_promise_09,"backgrond sync fails with no eror message, data might be stale",Unhandled promise rejection — sync fails silently,profile,profile
bm25_baseline,pair_1180,false_negative,0.4373,0.7,syn_password_reveal_crash_01,syn_password_reveal_crash_02,Show/hide password toggle throws TypeError on empty field,TypeError in password visibility toggle when input is untouched,js_error,js_error
bm25_baseline,pair_1173,false_negative,0.28683,0.7,syn_password_reveal_crash_00,syn_password_reveal_crash_03,Toggle password visibility crashes when password field is empty,Eye icon on password field crashes the form when empty,js_error,js_error
bm25_baseline,pair_1473,false_negative,0.313653,0.7,sdk_slow_page_04,sdk_slow_page_08,Orders loading too slow — spinner sits there forever,"Order page very slow to load, take 4 second with spinner",orders,orders
bm25_baseline,pair_0115,false_negative,0.184611,0.7,syn_infinite_scroll_memory_02,syn_infinite_scroll_memory_03,Memory consumption grows unbounded in feed view,Browser tab crashes after extensive scrolling,performance,performance
