model,pair_id,error_type,cosine_score,threshold,report_a_id,report_b_id,title_a,title_b,component_a,component_b
bm25_baseline,pair_0600,false_negative,0.209068,0.7,syn_dropdown_z_index_01,syn_dropdown_z_index_03,Action menu hidden behind sticky header,Context menu invisible under fixed header,css_ui,css_ui
bm25_baseline,pair_0374,false_negative,0.437845,0.7,syn_websocket_reconnect_00,syn_websocket_reconnect_09,Real-time notifications stop working after network reconnect,WebSocket connection not re-established after network loss,network_error,network_error
bm25_baseline,pair_0010,false_negative,0.145965,0.7,syn_checkout_coupon_00,syn_checkout_coupon_03,Checkout button unresponsive after coupon applied,Order submission broken by coupon feature,ui_interaction,ui_interaction
bm25_baseline,pair_0857,false_negative,0.588622,0.7,syn_useeffect_loop_00,syn_useeffect_loop_01,useEffect infinite loop causes page to freeze on profile edit,Infinite re-render on profile edit form,react_specific,react_specific
bm25_baseline,pair_1135,false_negative,0.482412,0.7,syn_drag_drop_ghost_01,syn_drag_drop_ghost_02,Kanban drag preview stays visible after card is dropped,DragEvent cleanup missing: ghost element persists in DOM after dragend,css_ui,css_ui
bm25_baseline,pair_2425,false_negative,0.530639,0.7,sdk_unhandled_promise_06,sdk_unhandled_promise_08,Data appears stale — possible background sync failure,"Background sync fail but no error show, user not know",profile,profile
bm25_baseline,pair_2357,false_negative,0.365588,0.7,sdk_layout_shift_02,sdk_layout_shift_03,CLS violation: promotional banner injected without space reservation,Page jumps down when the promo banner loads,modal,modal
bm25_baseline,pair_1568,false_negative,0.299542,0.7,sdk_broken_image_05,sdk_broken_image_09,"headphones prodcut image is broken, shows 404 error",Headphones image 404,product,product
bm25_baseline,pair_2405,false_negative,0.556904,0.7,sdk_unhandled_promise_02,sdk_unhandled_promise_06,Unhandled rejection: Promise.reject without .catch in sync module,Data appears stale — possible background sync failure,profile,profile
bm25_baseline,pair_2139,false_negative,0.428077,0.7,sdk_dom_explosion_03,sdk_dom_explosion_04,"Gallery loads everything at once — 5000 items, super laggy",5000 nodes inserted at once — page jank,gallery,gallery
bm25_baseline,pair_0518,false_negative,0.122876,0.7,syn_ssr_hydration_mismatch_02,syn_ssr_hydration_mismatch_03,SSR hydration fails on product prices,Price rendering differs between server and client,react_specific,react_specific
bm25_baseline,pair_2308,false_negative,0.624452,0.7,sdk_zindex_conflict_01,sdk_zindex_conflict_06,Dropdown menu renders behind sticky navigation bar,Account menu is inaccessible — hidden under navigation,table,table
bm25_baseline,pair_1076,false_negative,0.193587,0.7,syn_geolocation_timeout_06,syn_geolocation_timeout_08,Users in non-NYC locations see incorrect store results,"Map not detect my location, always show default city",network_error,network_error
bm25_baseline,pair_1146,false_negative,0.259354,0.7,syn_drag_drop_ghost_02,syn_drag_drop_ghost_06,DragEvent cleanup missing: ghost element persists in DOM after dragend,Visual glitch: drag preview overlay blocks kanban board interaction,css_ui,css_ui
bm25_baseline,pair_0421,false_negative,0.280527,0.7,syn_form_validation_race_01,syn_form_validation_race_03,Double submit sends two API requests,Registration form can be submitted multiple times,state_management,state_management
bm25_baseline,pair_0624,false_negative,0.193751,0.7,syn_dropdown_z_index_05,syn_dropdown_z_index_06,dropdown menu goes behind th header when i scroll down,Stacking context bug: popover behind sticky element,css_ui,css_ui
bm25_baseline,pair_2427,false_negative,0.398509,0.7,sdk_unhandled_promise_07,sdk_unhandled_promise_08,Silent failure: background sync Promise.reject with no error boundary,"Background sync fail but no error show, user not know",profile,profile
bm25_baseline,pair_2216,false_negative,0.609255,0.7,sdk_storage_quota_01,sdk_storage_quota_04,localStorage.setItem throws QuotaExceededError on large cache write,localStorage full — write fails with quota error,cache,cache
bm25_baseline,pair_1043,false_negative,0.380323,0.7,syn_geolocation_timeout_00,syn_geolocation_timeout_08,Map shows wrong location — geolocation API timed out silently,"Map not detect my location, always show default city",network_error,network_error
bm25_baseline,pair_1252,false_negative,0.336834,0.7,syn_video_autoplay_blocked_05,syn_video_autoplay_blocked_07,"homepage video iss just a black rectangell, nothing play","Video autoplay policy: play() DOMException not caught, no poster fallback",ui_interaction,ui_interaction
bm25_baseline,pair_2393,false_negative,0.465766,0.7,sdk_unhandled_promise_00,sdk_unhandled_promise_09,Unhandled promise rejection: Background sync failed: connection reset,Unhandled promise rejection — sync fails silently,profile,profile
bm25_baseline,pair_1745,false_negative,0.520066,0.7,sdk_null_dom_05,sdk_null_dom_06,profle page crashes becaue it trys to update an elemnt thats not there,Profile section crashes when avatar container is not rendered,profile,profile
bm25_baseline,pair_1124,false_negative,0.244488,0.7,syn_pdf_export_blank_07,syn_pdf_export_blank_09,PDF renderer fails to capture off-screen content beyond viewport height,PDF blank after page 2,js_error,js_error
bm25_baseline,pair_0789,false_negative,0.425963,0.7,syn_stale_cache_02,syn_stale_cache_07,Service worker serves stale API responses,Cache-first SW strategy breaks on redeploy,state_management,state_management
bm25_baseline,pair_0057,false_negative,0.451367,0.7,syn_login_csrf_00,syn_login_csrf_05,Login fails with 403 Forbidden after session timeout,login brken if page left open too long,network_error,network_error
bm25_baseline,pair_1412,false_negative,0.424612,0.7,sdk_api_500_02,sdk_api_500_03,HTTP error from /products blocks product page rendering,Products page is blank — API is broken,product,product
bm25_baseline,pair_0925,false_negative,0.153739,0.7,syn_clipboard_paste_crash_02,syn_clipboard_paste_crash_09,Input field crashes when pasting from Word or Google Docs,Paste crash in profile form,js_error,js_error
bm25_baseline,pair_2290,false_negative,0.599668,0.7,sdk_stale_closure_06,sdk_stale_closure_08,Display shows incorrect count after multiple updates,"Handler show old value 0, real value is 5, not update",forms,forms
bm25_baseline,pair_1435,false_negative,0.431874,0.7,sdk_api_500_06,sdk_api_500_08,Customer complaint: product catalog shows empty page,"Product page not show any item, API give error",product,product
bm25_baseline,pair_0273,false_negative,0.177057,0.7,syn_search_empty_state_06,syn_search_empty_state_08,Race condition in search results rendering,SearchResults component: batching issue causes flicker,state_management,state_management
bm25_baseline,pair_0640,false_negative,0.478008,0.7,syn_react_key_warning_00,syn_react_key_warning_07,List re-renders completely when a single item is added,Unnecessary re-renders: 45 components re-render for 1 addition,react_specific,react_specific
bm25_baseline,pair_1919,false_negative,0.30508,0.7,sdk_network_timeout_03,sdk_network_timeout_09,API call timed out — request aborted,API timeout — request aborted,api,api
bm25_baseline,pair_0250,false_negative,0.159281,0.7,syn_search_empty_state_02,syn_search_empty_state_03,Search results flash empty state on each keystroke,Visual glitch: search results disappear and reappear,state_management,state_management
bm25_baseline,pair_0387,false_negative,0.387242,0.7,syn_websocket_reconnect_02,syn_websocket_reconnect_07,Live updates break after network interruption,Real-time feed dies after connectivity blip,network_error,network_error
bm25_baseline,pair_1878,false_negative,0.351387,0.7,sdk_cors_error_04,sdk_cors_error_08,CORS blocking the API request,"Browser block request to other server, CORS error",api,api
bm25_baseline,pair_0384,false_negative,0.36666,0.7,syn_websocket_reconnect_02,syn_websocket_reconnect_04,Live updates break after network interruption,otfications stop after losing internet briefly,network_error,network_error
bm25_baseline,pair_0816,false_negative,0.501851,0.7,syn_a11y_focus_trap_00,syn_a11y_focus_trap_04,Keyboard focus escapes dialog and moves to background elements,Missing focus trpa in settings dialog,css_ui,css_ui
bm25_baseline,pair_0768,false_negative,0.190427,0.7,syn_animation_jank_08,syn_animation_jank_09,CLS 0.32 from accordion: needs GPU-accelerated animation,Accordion animation stutters on low-end devices,performance,performance
bm25_baseline,pair_1277,false_negative,0.187985,0.7,syn_chart_resize_overflow_02,syn_chart_resize_overflow_03,Chart.js container overflow: ResizeObserver not triggering chart update,Chart goes outside its box when I resize the window,css_ui,css_ui
bm25_baseline,pair_0274,false_negative,0.258542,0.7,syn_search_empty_state_06,syn_search_empty_state_09,Race condition in search results rendering,Flicker in search — empty state shows between results,state_management,state_management
bm25_baseline,pair_0734,false_negative,0.190135,0.7,syn_animation_jank_01,syn_animation_jank_03,FAQ accordion choppy on cheap phones,Layout thrashing in accordion expand animation,performance,performance
bm25_baseline,pair_1705,false_negative,0.637888,0.7,sdk_stack_overflow_06,sdk_stack_overflow_08,Application crashes with 'Maximum call stack' error,"Component render loop cause stack overflow, page crash",feed,feed
bm25_baseline,pair_1301,false_negative,0.249841,0.7,syn_chart_resize_overflow_06,syn_chart_resize_overflow_09,Dashboard layout regression: chart widget overflows on viewport resize,Chart overflow on window resize,css_ui,css_ui
bm25_baseline,pair_2147,false_negative,0.526596,0.7,sdk_dom_explosion_04,sdk_dom_explosion_07,5000 nodes inserted at once — page jank,Performance: gallery view inserts 5000 nodes without windowing,gallery,gallery
bm25_baseline,pair_0672,false_negative,0.218472,0.7,syn_react_key_warning_05,syn_react_key_warning_09,todo list rerenders everything when you add one item,Complete list re-render on single item add in todo,react_specific,react_specific
bm25_baseline,pair_0554,false_negative,0.471017,0.7,syn_cors_preflight_00,syn_cors_preflight_09,API calls fail with CORS error after deploying to new subdomain,CORS error on all API requests after subdomain change,network_error,network_error
bm25_baseline,pair_1352,false_negative,0.524777,0.7,sdk_checkout_crash_00,sdk_checkout_crash_03,Checkout payment crash: Cannot read properties of undefined (reading 'processPay,Checkout crashes when you try to pay,checkout,checkout
bm25_baseline,pair_1933,false_negative,0.299525,0.7,sdk_network_timeout_07,sdk_network_timeout_09,Network failure: AbortController triggered after 2s timeout on unresponsive endp,API timeout — request aborted,api,api
bm25_baseline,pair_1520,false_negative,0.46903,0.7,sdk_form_crash_05,sdk_form_crash_06,submiting empty chekout form crashes insted of showing erorrs,Bug: form submission without input crashes instead of validating,checkout,checkout
bm25_baseline,pair_0837,false_negative,0.154828,0.7,syn_a11y_focus_trap_03,syn_a11y_focus_trap_05,Screen reader can access content behind open modal,can tab to elements behind the opup with keyboard,css_ui,css_ui
bm25_baseline,pair_0579,false_negative,0.546375,0.7,syn_cors_preflight_04,syn_cors_preflight_08,CORS policy error on every API call,All XHR blocked: CORS policy doesn't allow new origin,network_error,network_error
bm25_baseline,pair_0679,false_negative,0.573584,0.7,syn_oauth_redirect_loop_00,syn_oauth_redirect_loop_01,Infinite redirect loop after OAuth login with Google,Google OAuth: infinite loop between callback and login,network_error,network_error
bm25_baseline,pair_1522,false_negative,0.501714,0.7,sdk_form_crash_05,sdk_form_crash_08,submiting empty chekout form crashes insted of showing erorrs,"Form crash when submit empty, no validation show",checkout,checkout
bm25_baseline,pair_1320,false_negative,0.426828,0.7,syn_service_worker_stale_01,syn_service_worker_stale_08,Users see old UI after deploy — service worker serves cached version,"After deploy, user see old page because service worker cache not update",state_management,state_management
bm25_baseline,pair_1110,false_negative,0.107799,0.7,syn_pdf_export_blank_03,syn_pdf_export_blank_09,PDF export cuts off after 2 pages — rest is blank,PDF blank after page 2,js_error,js_error
bm25_baseline,pair_1783,false_negative,0.573081,0.7,sdk_array_bounds_03,sdk_array_bounds_08,List crashes on the last item — array index wrong,"Code use wrong index for last item in array, cause crash",list,list
bm25_baseline,pair_0481,false_negative,0.226645,0.7,syn_image_lazy_load_03,syn_image_lazy_load_05,Gallery images don't load on quick scroll-through,images dont load when sscrolling fast in prouct page,performance,performance
bm25_baseline,pair_1215,false_negative,0.19517,0.7,syn_password_reveal_crash_08,syn_password_reveal_crash_09,"Password eye button crash when field empty, error say null",Password toggle crash on empty field,js_error,js_error
bm25_baseline,pair_0572,false_negative,0.198687,0.7,syn_cors_preflight_03,syn_cors_preflight_06,Cross-origin requests blocked after subdomain migration,Access-Control-Allow-Origin not updated for new frontend URL,network_error,network_error
bm25_baseline,pair_1995,false_negative,0.364751,0.7,sdk_rate_limit_429_01,sdk_rate_limit_429_08,Rapid API requests trigger burst of failures,"Too many request send at same time, some fail",api,api
bm25_baseline,pair_0159,false_negative,0.250491,0.7,syn_dark_mode_flash_01,syn_dark_mode_flash_09,FOUC in dark theme during navigation,Light theme bleeds through during page changes,css_ui,css_ui
bm25_baseline,pair_0808,false_negative,0.26184,0.7,syn_stale_cache_06,syn_stale_cache_08,Stale service worker cache persists across deployments,"Service worker: skipWaiting not called, cache persists",state_management,state_management
bm25_baseline,pair_0680,false_negative,0.522101,0.7,syn_oauth_redirect_loop_00,syn_oauth_redirect_loop_02,Infinite redirect loop after OAuth login with Google,Endless redirect after Google sign-in,network_error,network_error
bm25_baseline,pair_1538,false_negative,0.28945,0.7,sdk_broken_image_00,sdk_broken_image_09,Broken product image: 404 on headphones.png,Headphones image 404,product,product
bm25_baseline,pair_1743,false_negative,0.422413,0.7,sdk_null_dom_04,sdk_null_dom_08,Null reference crash on profile page,Profile crash because element not exist in page,profile,profile
bm25_baseline,pair_2272,false_negative,0.657729,0.7,sdk_stale_closure_02,sdk_stale_closure_08,"Stale closure bug: handler captures initial state, misses 5 updates","Handler show old value 0, real value is 5, not update",forms,forms
bm25_baseline,pair_2107,false_negative,0.601768,0.7,sdk_long_task_05,sdk_long_task_08,"page completly froze for 3 secnds, couldnt click anythng",UI freeze 3 second because of heavy calculation on main thread,feed,feed
bm25_baseline,pair_1978,false_negative,0.48255,0.7,sdk_unauthorized_401_07,sdk_unauthorized_401_09,Bearer token validation failure: 401 on GET to protected resource,401 on protected endpoint — expired token,auth,auth
bm25_baseline,pair_1318,false_negative,0.183752,0.7,syn_service_worker_stale_01,syn_service_worker_stale_06,Users see old UI after deploy — service worker serves cached version,Post-deployment issue: cached content not invalidated by service worker,state_management,state_management
bm25_baseline,pair_2047,false_negative,0.290319,0.7,sdk_websocket_fail_02,sdk_websocket_fail_08,WSS connection establishment failure: notification service unreachable,"WebSocket not connect to notification server, no live update",websocket,websocket
bm25_baseline,pair_2234,false_negative,0.519583,0.7,sdk_storage_quota_03,sdk_storage_quota_09,Can't save data — storage is full,localStorage quota exceeded,cache,cache
bm25_baseline,pair_1098,false_negative,0.217014,0.7,syn_pdf_export_blank_02,syn_pdf_export_blank_03,html2canvas viewport limitation causes blank pages in PDF export,PDF export cuts off after 2 pages — rest is blank,js_error,js_error
bm25_baseline,pair_0022,false_negative,0.237075,0.7,syn_checkout_coupon_01,syn_checkout_coupon_07,Place Order btn dead after discount code,Bug: impossible to order when coupon is used,ui_interaction,ui_interaction
bm25_baseline,pair_1665,false_negative,0.685205,0.7,sdk_stack_overflow_00,sdk_stack_overflow_01,Stack overflow in component render,Infinite recursion in render cycle causes Maximum call stack exceeded,feed,feed
bm25_baseline,pair_1316,false_negative,0.4097,0.7,syn_service_worker_stale_01,syn_service_worker_stale_04,Users see old UI after deploy — service worker serves cached version,Service wokrer caching tooo agggressively after deploy,state_management,state_management
bm25_baseline,pair_0149,false_negative,0.260659,0.7,syn_dark_mode_flash_00,syn_dark_mode_flash_07,White flash when navigating between pages in dark mode,White background blink on dark mode transitions,css_ui,css_ui
bm25_baseline,pair_0616,false_negative,0.169279,0.7,syn_dropdown_z_index_03,syn_dropdown_z_index_07,Context menu invisible under fixed header,z-index conflict: action dropdown vs sticky <thead>,css_ui,css_ui
bm25_baseline,pair_1383,false_negative,0.49789,0.7,sdk_checkout_crash_04,sdk_checkout_crash_08,Payment button kills the page,"Payment page crash when click button, error about undefined",checkout,checkout
bm25_baseline,pair_1275,false_negative,0.514765,0.7,syn_chart_resize_overflow_01,syn_chart_resize_overflow_08,Revenue chart overflows card container after browser resize,"Chart go outside container when change window size, overlap other widget",css_ui,css_ui
bm25_baseline,pair_1032,false_negative,0.193216,0.7,syn_table_sort_nan_06,syn_table_sort_nan_08,Data integrity issue: NaN values appear in sorted transaction table,"Table show NaN when sort by amount, the dollar sign cause problem",js_error,js_error
bm25_baseline,pair_0241,false_negative,0.350274,0.7,syn_search_empty_state_00,syn_search_empty_state_09,Search shows 'No results' for a split second before actual results appear,Flicker in search — empty state shows between results,state_management,state_management
bm25_baseline,pair_0952,false_negative,0.336268,0.7,syn_notification_permission_00,syn_notification_permission_06,Push notification permission prompt fires on every page load,User reports: notification permission dialog is too aggressive,ui_interaction,ui_interaction
bm25_baseline,pair_2143,false_negative,0.363995,0.7,sdk_dom_explosion_03,sdk_dom_explosion_08,"Gallery loads everything at once — 5000 items, super laggy","Gallery add 5000 element to page at same time, very slow",gallery,gallery
bm25_baseline,pair_1939,false_negative,0.422338,0.7,sdk_unauthorized_401_00,sdk_unauthorized_401_05,401 Unauthorized: authentication failed,"geting 401 eror on the api, cant acess my acount data",auth,auth
bm25_baseline,pair_1651,false_negative,0.581964,0.7,sdk_json_parse_crash_04,sdk_json_parse_crash_06,JSON parse error on preferences endpoint,Settings page shows error after API returns corrupted data,api,api
bm25_baseline,pair_0578,false_negative,0.500073,0.7,syn_cors_preflight_04,syn_cors_preflight_07,CORS policy error on every API call,405 on preflight: CORS config stale after migration,network_error,network_error
bm25_baseline,pair_2006,false_negative,0.444993,0.7,sdk_rate_limit_429_03,sdk_rate_limit_429_06,Fired too many requests too fast — some failed,"Application sends too many requests at once, some fail",api,api
bm25_baseline,pair_0850,false_negative,0.26121,0.7,syn_a11y_focus_trap_05,syn_a11y_focus_trap_09,can tab to elements behind the opup with keyboard,Focus escapes dialog to background elements,css_ui,css_ui
bm25_baseline,pair_0390,false_negative,0.237314,0.7,syn_websocket_reconnect_03,syn_websocket_reconnect_04,No auto-reconnect for realtime notification socket,otfications stop after losing internet briefly,network_error,network_error
bm25_baseline,pair_0342,false_negative,0.295119,0.7,syn_date_picker_timezone_02,syn_date_picker_timezone_07,Date off by one day in Asian timezones,Off-by-one date for timezones ahead of UTC,js_error,js_error
bm25_baseline,pair_0588,false_negative,0.538552,0.7,syn_cors_preflight_07,syn_cors_preflight_08,405 on preflight: CORS config stale after migration,All XHR blocked: CORS policy doesn't allow new origin,network_error,network_error
bm25_baseline,pair_1361,false_negative,0.466631,0.7,sdk_checkout_crash_01,sdk_checkout_crash_04,Payment processing throws TypeError on undefined handler,Payment button kills the page,checkout,checkout
bm25_baseline,pair_1272,false_negative,0.537217,0.7,syn_chart_resize_overflow_01,syn_chart_resize_overflow_05,Revenue chart overflows card container after browser resize,chart overlfows its conainr when resizing the browsr window,css_ui,css_ui
bm25_baseline,pair_0446,false_negative,0.25769,0.7,syn_form_validation_race_05,syn_form_validation_race_06,clicking submti fast send the form twice,Submit button lacks debounce — allows duplicate requests,state_management,state_management
bm25_baseline,pair_1952,false_negative,0.354965,0.7,sdk_unauthorized_401_02,sdk_unauthorized_401_03,HTTP 401 on authenticated endpoint: invalid or expired JWT,Can't access my data — getting authentication error,auth,auth
bm25_baseline,pair_1514,false_negative,0.355463,0.7,sdk_form_crash_03,sdk_form_crash_09,Checkout form crashes with empty fields,Empty form submit crashes page,checkout,checkout
bm25_baseline,pair_1627,false_negative,0.695647,0.7,sdk_json_parse_crash_00,sdk_json_parse_crash_08,JSON parse crash: Expected property name or '}' in JSON at position 27 (line 1 c,"API send broken JSON, settings page crash when try to parse",api,api
bm25_baseline,pair_2366,false_negative,0.450213,0.7,sdk_layout_shift_03,sdk_layout_shift_06,Page jumps down when the promo banner loads,Frustrating page jump — reading content shifts mid-scroll,modal,modal
bm25_baseline,pair_1852,false_negative,0.382792,0.7,sdk_cors_error_00,sdk_cors_error_08,CORS error: cross-origin request blocked,"Browser block request to other server, CORS error",api,api
bm25_baseline,pair_0443,false_negative,0.444338,0.7,syn_form_validation_race_04,syn_form_validation_race_07,Double-click on register creates duplicatee API clals,No double-submit protection on signup form,state_management,state_management
bm25_baseline,pair_1526,false_negative,0.313782,0.7,sdk_form_crash_06,sdk_form_crash_09,Bug: form submission without input crashes instead of validating,Empty form submit crashes page,checkout,checkout
bm25_baseline,pair_1612,false_negative,0.356287,0.7,sdk_rage_clicks_05,sdk_rage_clicks_08,submit ordr button doesnt do anythng when you click it,"Button for submit order not work, I click many time nothing happen",orders,orders
bm25_baseline,pair_2035,false_negative,0.439189,0.7,sdk_websocket_fail_01,sdk_websocket_fail_03,WebSocket to notification service fails to connect,Notifications not working — WebSocket won't connect,websocket,websocket
bm25_baseline,pair_1566,false_negative,0.265208,0.7,sdk_broken_image_05,sdk_broken_image_07,"headphones prodcut image is broken, shows 404 error",Asset 404: headphones.png not found on image server,product,product
bm25_baseline,pair_1001,false_negative,0.429208,0.7,syn_table_sort_nan_01,syn_table_sort_nan_02,Sorting transactions by amount shows NaN in sorted column,parseFloat fails on formatted currency in table sort,js_error,js_error
bm25_baseline,pair_2184,false_negative,0.581196,0.7,sdk_heavy_canvas_03,sdk_heavy_canvas_04,Image upload uses insane amount of memory,Upload handler eats 256MB for image processing,upload,upload
bm25_baseline,pair_1164,false_negative,0.277676,0.7,syn_drag_drop_ghost_05,syn_drag_drop_ghost_09,draggng cards on thee borad leaves ghost images that dont disapear,Kanban drag ghost persists after drop,css_ui,css_ui
bm25_baseline,pair_1979,false_negative,0.453025,0.7,sdk_unauthorized_401_08,sdk_unauthorized_401_09,"API return 401 error, user token not valid anymore",401 on protected endpoint — expired token,auth,auth
bm25_baseline,pair_1664,false_negative,0.58176,0.7,sdk_json_parse_crash_08,sdk_json_parse_crash_09,"API send broken JSON, settings page crash when try to parse",Malformed JSON crashes settings page,api,api
bm25_baseline,pair_0910,false_negative,0.225649,0.7,syn_clipboard_paste_crash_00,syn_clipboard_paste_crash_09,App crashes when pasting rich text into plain text field,Paste crash in profile form,js_error,js_error
bm25_baseline,pair_0381,false_negative,0.40154,0.7,syn_websocket_reconnect_01,syn_websocket_reconnect_08,WebSocket doesn't reconnect after WiFi drops,Missing WebSocket reconnection handler,network_error,network_error
bm25_baseline,pair_1759,false_negative,0.592312,0.7,sdk_array_bounds_00,sdk_array_bounds_05,Array index out of bounds: Cannot read properties of undefined (reading 'toStrin,"list crashes on last item, array index is off by one",list,list
bm25_baseline,pair_1192,false_negative,0.405014,0.7,syn_password_reveal_crash_02,syn_password_reveal_crash_07,TypeError in password visibility toggle when input is untouched,Null reference in togglePasswordVisibility: input.value is null,js_error,js_error
bm25_baseline,pair_1930,false_negative,0.335076,0.7,sdk_network_timeout_06,sdk_network_timeout_08,Unable to complete action — request timed out,"Request to API fail because timeout, abort signal fire",api,api
bm25_baseline,pair_2360,false_negative,0.429401,0.7,sdk_layout_shift_02,sdk_layout_shift_06,CLS violation: promotional banner injected without space reservation,Frustrating page jump — reading content shifts mid-scroll,modal,modal
bm25_baseline,pair_1082,false_negative,0.598998,0.7,syn_pdf_export_blank_00,syn_pdf_export_blank_02,PDF export generates blank pages for reports longer than 2 pages,html2canvas viewport limitation causes blank pages in PDF export,js_error,js_error
bm25_baseline,pair_0830,false_negative,0.427312,0.7,syn_a11y_focus_trap_02,syn_a11y_focus_trap_04,Focus not contained within modal overlay,Missing focus trpa in settings dialog,css_ui,css_ui
bm25_baseline,pair_1879,false_negative,0.335006,0.7,sdk_cors_error_04,sdk_cors_error_09,CORS blocking the API request,CORS blocks external API fetch,api,api
bm25_baseline,pair_1122,false_negative,0.164685,0.7,syn_pdf_export_blank_06,syn_pdf_export_blank_09,Customer complaint: PDF exports of quarterly reports are incomplete,PDF blank after page 2,js_error,js_error
bm25_baseline,pair_1237,false_negative,0.529978,0.7,syn_video_autoplay_blocked_02,syn_video_autoplay_blocked_07,Unhandled play() rejection: video autoplay fails without fallback UI,"Video autoplay policy: play() DOMException not caught, no poster fallback",ui_interaction,ui_interaction
bm25_baseline,pair_0095,false_negative,0.433769,0.7,syn_login_csrf_07,syn_login_csrf_08,Stale form token blocks authentication,403 Forbidden: login form needs page reload after timeout,network_error,network_error
bm25_baseline,pair_2098,false_negative,0.597288,0.7,sdk_long_task_03,sdk_long_task_08,Page freezes for 3 seconds — can't do anything,UI freeze 3 second because of heavy calculation on main thread,feed,feed
bm25_baseline,pair_0795,false_negative,0.182874,0.7,syn_stale_cache_03,syn_stale_cache_07,Outdated numbers on dashboard after new release,Cache-first SW strategy breaks on redeploy,state_management,state_management
bm25_baseline,pair_0621,false_negative,0.211912,0.7,syn_dropdown_z_index_04,syn_dropdown_z_index_07,Table row actions obscured by sticky header,z-index conflict: action dropdown vs sticky <thead>,css_ui,css_ui
bm25_baseline,pair_0060,false_negative,0.513111,0.7,syn_login_csrf_00,syn_login_csrf_08,Login fails with 403 Forbidden after session timeout,403 Forbidden: login form needs page reload after timeout,network_error,network_error
bm25_baseline,pair_1701,false_negative,0.58908,0.7,sdk_stack_overflow_05,sdk_stack_overflow_07,"page freezes and crashes, console says maximm call stack exeeded",Stack overflow: unbounded recursion in component render pipeline,feed,feed
bm25_baseline,pair_2066,false_negative,0.397028,0.7,sdk_websocket_fail_06,sdk_websocket_fail_09,No real-time notifications — WebSocket connection refused,WebSocket connection failed — no notifications,websocket,websocket
bm25_baseline,pair_0347,false_negative,0.222096,0.7,syn_date_picker_timezone_03,syn_date_picker_timezone_06,Timezone bug in date selection component,Date component: UTC conversion bug for positive offset timezones,js_error,js_error
bm25_baseline,pair_1105,false_negative,0.182611,0.7,syn_pdf_export_blank_03,syn_pdf_export_blank_04,PDF export cuts off after 2 pages — rest is blank,Long reports export as ostly blank PDFs,js_error,js_error
bm25_baseline,pair_0537,false_negative,0.500571,0.7,syn_ssr_hydration_mismatch_05,syn_ssr_hydration_mismatch_07,prodct page throws hydration error in console,Hydration failed: number format inconsistency in SSR,react_specific,react_specific
bm25_baseline,pair_1641,false_negative,0.642868,0.7,sdk_json_parse_crash_02,sdk_json_parse_crash_07,API returns invalid JSON: SyntaxError at position 27,JSON deserialization failure: preferences API response is malformed,api,api
bm25_baseline,pair_1547,false_negative,0.374385,0.7,sdk_broken_image_02,sdk_broken_image_03,Missing asset: headphones.png returns HTTP 404 from CDN,Headphones product shows broken image icon,product,product
bm25_baseline,pair_0506,false_negative,0.202959,0.7,syn_ssr_hydration_mismatch_00,syn_ssr_hydration_mismatch_06,Hydration mismatch error on product detail page,Server/client content divergence in price component,react_specific,react_specific
bm25_baseline,pair_1115,false_negative,0.163715,0.7,syn_pdf_export_blank_04,syn_pdf_export_blank_09,Long reports export as ostly blank PDFs,PDF blank after page 2,js_error,js_error
bm25_baseline,pair_0942,false_negative,0.172693,0.7,syn_clipboard_paste_crash_06,syn_clipboard_paste_crash_08,Profile form unhandled exception on clipboard paste event,Crash when paste text from document to input,js_error,js_error
bm25_baseline,pair_1234,false_negative,0.416037,0.7,syn_video_autoplay_blocked_02,syn_video_autoplay_blocked_04,Unhandled play() rejection: video autoplay fails without fallback UI,"Hero video doesn't play, just blak",ui_interaction,ui_interaction
bm25_baseline,pair_0642,false_negative,0.409249,0.7,syn_react_key_warning_00,syn_react_key_warning_09,List re-renders completely when a single item is added,Complete list re-render on single item add in todo,react_specific,react_specific
bm25_baseline,pair_0173,false_negative,0.132255,0.7,syn_dark_mode_flash_04,syn_dark_mode_flash_05,Theme persistence broken on page nnavigation,annoying falshin gwhn switching pages in ddark mode,css_ui,css_ui
bm25_baseline,pair_2054,false_negative,0.426858,0.7,sdk_websocket_fail_03,sdk_websocket_fail_09,Notifications not working — WebSocket won't connect,WebSocket connection failed — no notifications,websocket,websocket
bm25_baseline,pair_0419,false_negative,0.47944,0.7,syn_form_validation_race_00,syn_form_validation_race_09,Form submits with invalid data when clicking submit rapidly,Form double-submit causes 422 error on registration,state_management,state_management
bm25_baseline,pair_0082,false_negative,0.190892,0.7,syn_login_csrf_03,syn_login_csrf_09,Can't log in after leaving tab open,Login page returns 403 after long inactivity,network_error,network_error
bm25_baseline,pair_0147,false_negative,0.208242,0.7,syn_dark_mode_flash_00,syn_dark_mode_flash_05,White flash when navigating between pages in dark mode,annoying falshin gwhn switching pages in ddark mode,css_ui,css_ui
bm25_baseline,pair_0055,false_negative,0.224124,0.7,syn_login_csrf_00,syn_login_csrf_03,Login fails with 403 Forbidden after session timeout,Can't log in after leaving tab open,network_error,network_error
bm25_baseline,pair_1018,false_negative,0.155754,0.7,syn_table_sort_nan_03,syn_table_sort_nan_06,NaN showing up when I sort the amount column,Data integrity issue: NaN values appear in sorted transaction table,js_error,js_error
