pair_id,report_a_id,report_b_id,label,pair_type
pair_3642,syn_geolocation_timeout_02,sdk_listener_leak_06,not_duplicate,D4
pair_2804,syn_form_validation_race_06,syn_service_worker_stale_00,not_duplicate,D3
pair_0955,syn_notification_permission_00,syn_notification_permission_09,duplicate,D2
pair_2538,syn_modal_scroll_lock_06,syn_dropdown_z_index_05,not_duplicate,D3
pair_1774,sdk_array_bounds_02,sdk_array_bounds_05,duplicate,D2
pair_0757,syn_animation_jank_04,syn_animation_jank_08,duplicate,D2
pair_3640,syn_date_picker_timezone_05,syn_oauth_redirect_loop_07,not_duplicate,D4
pair_0126,syn_infinite_scroll_memory_03,syn_infinite_scroll_memory_08,duplicate,D2
pair_3527,syn_geolocation_timeout_03,sdk_stale_closure_01,not_duplicate,D4
pair_3625,sdk_websocket_fail_04,sdk_checkout_crash_04,not_duplicate,D4
pair_0282,syn_modal_scroll_lock_00,syn_modal_scroll_lock_05,duplicate,D2
pair_0960,syn_notification_permission_01,syn_notification_permission_06,duplicate,D2
pair_0072,syn_login_csrf_02,syn_login_csrf_05,duplicate,D2
pair_3356,sdk_network_timeout_09,gh_3859613207,not_duplicate,D4
pair_1427,sdk_api_500_04,sdk_api_500_07,duplicate,D2
pair_1757,sdk_array_bounds_00,sdk_array_bounds_03,duplicate,D2
pair_1754,sdk_null_dom_08,sdk_null_dom_09,duplicate,D2
pair_0605,syn_dropdown_z_index_01,syn_dropdown_z_index_08,duplicate,D2
pair_2965,gh_3987748572,gh_3796774600,not_duplicate,D3
pair_2757,syn_file_upload_crash_00,syn_table_sort_nan_02,not_duplicate,D3
pair_2667,gh_4094612275,gh_3873422588,not_duplicate,D3
pair_2134,sdk_dom_explosion_02,sdk_dom_explosion_05,duplicate,D2
pair_3119,syn_video_autoplay_blocked_00,syn_modal_scroll_lock_00,not_duplicate,D4
pair_0400,syn_websocket_reconnect_04,syn_websocket_reconnect_09,duplicate,D2
pair_0248,syn_search_empty_state_01,syn_search_empty_state_08,duplicate,D2
pair_3172,syn_infinite_scroll_memory_06,gh_3855109986,not_duplicate,D4
pair_3117,syn_date_picker_timezone_01,sdk_listener_leak_05,not_duplicate,D4
pair_1873,sdk_cors_error_03,sdk_cors_error_08,duplicate,D2
pair_3423,syn_clipboard_paste_crash_06,sdk_slow_page_08,not_duplicate,D4
pair_3091,syn_ssr_hydration_mismatch_02,syn_a11y_focus_trap_09,not_duplicate,D4
pair_2784,sdk_array_bounds_00,sdk_listener_leak_06,not_duplicate,D3
pair_1805,sdk_invalid_date_00,sdk_invalid_date_06,duplicate,D2
pair_0420,syn_form_validation_race_01,syn_form_validation_race_02,duplicate,D2
pair_0773,syn_stale_cache_00,syn_stale_cache_05,duplicate,D2
pair_1999,sdk_rate_limit_429_02,sdk_rate_limit_429_05,duplicate,D2
pair_2957,syn_form_validation_race_04,syn_service_worker_stale_09,not_duplicate,D3
pair_0608,syn_dropdown_z_index_02,syn_dropdown_z_index_05,duplicate,D2
pair_2398,sdk_unhandled_promise_01,sdk_unhandled_promise_06,duplicate,D2
pair_2080,sdk_long_task_01,sdk_long_task_03,duplicate,D2
pair_2685,syn_form_validation_race_01,syn_stale_cache_05,not_duplicate,D3
pair_1655,sdk_json_parse_crash_05,sdk_json_parse_crash_06,duplicate,D2
pair_2900,gh_4066590605,gh_3939686094,not_duplicate,D3
pair_2976,syn_cors_preflight_01,syn_oauth_redirect_loop_03,not_duplicate,D3
pair_2358,sdk_layout_shift_02,sdk_layout_shift_04,duplicate,D2
pair_2205,sdk_storage_quota_00,sdk_storage_quota_01,duplicate,D2
pair_2055,sdk_websocket_fail_04,sdk_websocket_fail_05,duplicate,D2
pair_3970,syn_dark_mode_flash_09,sdk_array_bounds_01,not_duplicate,D4
pair_3577,syn_react_key_warning_05,syn_modal_scroll_lock_01,not_duplicate,D4
pair_3018,syn_login_csrf_00,syn_websocket_reconnect_03,not_duplicate,D3
pair_2468,sdk_listener_leak_05,sdk_listener_leak_09,duplicate,D2
pair_2249,sdk_storage_quota_08,sdk_storage_quota_09,duplicate,D2
pair_0479,syn_image_lazy_load_02,syn_image_lazy_load_09,duplicate,D2
pair_2446,sdk_listener_leak_01,sdk_listener_leak_09,duplicate,D2
pair_1711,sdk_null_dom_00,sdk_null_dom_02,duplicate,D2
pair_3747,syn_dark_mode_flash_07,syn_image_lazy_load_02,not_duplicate,D4
pair_0534,syn_ssr_hydration_mismatch_04,syn_ssr_hydration_mismatch_08,duplicate,D2
pair_1716,sdk_null_dom_00,sdk_null_dom_07,duplicate,D2
pair_3065,gh_4204646214,gh_4005084462,not_duplicate,D3
pair_2040,sdk_websocket_fail_01,sdk_websocket_fail_08,duplicate,D2
pair_3458,sdk_zindex_conflict_03,sdk_form_crash_09,not_duplicate,D4
pair_2953,sdk_json_parse_crash_01,sdk_cors_error_09,not_duplicate,D3
pair_0285,syn_modal_scroll_lock_00,syn_modal_scroll_lock_08,duplicate,D2
pair_2304,sdk_zindex_conflict_01,sdk_zindex_conflict_02,duplicate,D2
pair_0878,syn_useeffect_loop_02,syn_useeffect_loop_07,duplicate,D2
pair_3993,sdk_network_timeout_07,gh_3906005988,not_duplicate,D4
pair_1692,sdk_stack_overflow_03,sdk_stack_overflow_07,duplicate,D2
pair_0553,syn_cors_preflight_00,syn_cors_preflight_08,duplicate,D2
pair_2128,sdk_dom_explosion_01,sdk_dom_explosion_06,duplicate,D2
pair_3370,sdk_broken_image_02,gh_4005084462,not_duplicate,D4
pair_2200,sdk_heavy_canvas_06,sdk_heavy_canvas_08,duplicate,D2
pair_3293,sdk_unhandled_promise_05,syn_useeffect_loop_06,not_duplicate,D4
pair_2341,sdk_layout_shift_00,sdk_layout_shift_02,duplicate,D2
pair_0231,syn_file_upload_crash_07,syn_file_upload_crash_09,duplicate,D2
pair_2291,sdk_stale_closure_06,sdk_stale_closure_09,duplicate,D2
pair_0879,syn_useeffect_loop_02,syn_useeffect_loop_08,duplicate,D2
pair_0649,syn_react_key_warning_01,syn_react_key_warning_08,duplicate,D2
pair_1920,sdk_network_timeout_04,sdk_network_timeout_05,duplicate,D2
pair_4193,sdk_invalid_date_09,sdk_websocket_fail_01,not_duplicate,D4
pair_2183,sdk_heavy_canvas_02,sdk_heavy_canvas_09,duplicate,D2
pair_0102,syn_infinite_scroll_memory_00,syn_infinite_scroll_memory_05,duplicate,D2
pair_1596,sdk_rage_clicks_02,sdk_rage_clicks_07,duplicate,D2
pair_4452,syn_notification_permission_09,syn_modal_scroll_lock_09,not_duplicate,D4
pair_3755,sdk_unhandled_promise_09,syn_login_csrf_01,not_duplicate,D4
pair_0981,syn_notification_permission_04,syn_notification_permission_09,duplicate,D2
pair_3786,syn_password_reveal_crash_08,gh_3858030854,not_duplicate,D4
pair_0710,syn_oauth_redirect_loop_04,syn_oauth_redirect_loop_06,duplicate,D2
pair_0235,syn_search_empty_state_00,syn_search_empty_state_03,duplicate,D2
pair_0552,syn_cors_preflight_00,syn_cors_preflight_07,duplicate,D2
pair_3052,syn_ssr_hydration_mismatch_03,syn_useeffect_loop_01,not_duplicate,D3
pair_3754,sdk_rage_clicks_01,sdk_listener_leak_01,not_duplicate,D4
pair_1828,sdk_invalid_date_03,sdk_invalid_date_08,duplicate,D2
pair_1410,sdk_api_500_01,sdk_api_500_08,duplicate,D2
pair_1753,sdk_null_dom_07,sdk_null_dom_09,duplicate,D2
pair_4221,syn_pdf_export_blank_05,sdk_rage_clicks_04,not_duplicate,D4
pair_3288,syn_file_upload_crash_05,syn_chart_resize_overflow_02,not_duplicate,D4
pair_0576,syn_cors_preflight_04,syn_cors_preflight_05,duplicate,D2
pair_0155,syn_dark_mode_flash_01,syn_dark_mode_flash_05,duplicate,D2
pair_2002,sdk_rate_limit_429_02,sdk_rate_limit_429_08,duplicate,D2
pair_1294,syn_chart_resize_overflow_04,syn_chart_resize_overflow_09,duplicate,D2
pair_3058,sdk_slow_page_04,sdk_rage_clicks_03,not_duplicate,D3
pair_1819,sdk_invalid_date_02,sdk_invalid_date_05,duplicate,D2
pair_2399,sdk_unhandled_promise_01,sdk_unhandled_promise_07,duplicate,D2
pair_3072,gh_3924564378,gh_3906005988,not_duplicate,D3
pair_3296,syn_stale_cache_09,sdk_zindex_conflict_02,not_duplicate,D4
pair_1875,sdk_cors_error_04,sdk_cors_error_05,duplicate,D2
pair_0794,syn_stale_cache_03,syn_stale_cache_06,duplicate,D2
pair_3504,syn_image_lazy_load_01,syn_geolocation_timeout_07,not_duplicate,D4
pair_0696,syn_oauth_redirect_loop_02,syn_oauth_redirect_loop_03,duplicate,D2
pair_1183,syn_password_reveal_crash_01,syn_password_reveal_crash_05,duplicate,D2
pair_2113,sdk_long_task_07,sdk_long_task_09,duplicate,D2
pair_0199,syn_file_upload_crash_01,syn_file_upload_crash_04,duplicate,D2
pair_2132,sdk_dom_explosion_02,sdk_dom_explosion_03,duplicate,D2
pair_1530,sdk_broken_image_00,sdk_broken_image_01,duplicate,D2
pair_2407,sdk_unhandled_promise_02,sdk_unhandled_promise_08,duplicate,D2
pair_3997,syn_password_reveal_crash_02,syn_checkout_coupon_09,not_duplicate,D4
pair_1333,syn_service_worker_stale_03,syn_service_worker_stale_08,duplicate,D2
pair_3766,gh_4139328820,syn_chart_resize_overflow_04,not_duplicate,D4
pair_2104,sdk_long_task_04,sdk_long_task_09,duplicate,D2
pair_3178,sdk_listener_leak_02,sdk_rate_limit_429_06,not_duplicate,D4
pair_0887,syn_useeffect_loop_04,syn_useeffect_loop_05,duplicate,D2
pair_2443,sdk_listener_leak_01,sdk_listener_leak_06,duplicate,D2
pair_0084,syn_login_csrf_04,syn_login_csrf_06,duplicate,D2
pair_1921,sdk_network_timeout_04,sdk_network_timeout_06,duplicate,D2
pair_3407,sdk_network_timeout_05,syn_password_reveal_crash_06,not_duplicate,D4
pair_0566,syn_cors_preflight_02,syn_cors_preflight_06,duplicate,D2
pair_2702,sdk_json_parse_crash_09,sdk_rate_limit_429_02,not_duplicate,D3
pair_4389,sdk_form_crash_09,syn_dark_mode_flash_01,not_duplicate,D4
pair_3503,syn_image_lazy_load_05,syn_pdf_export_blank_01,not_duplicate,D4
pair_3397,syn_pdf_export_blank_07,gh_3999810919,not_duplicate,D4
pair_4278,syn_notification_permission_06,sdk_long_task_00,not_duplicate,D4
pair_1031,syn_table_sort_nan_06,syn_table_sort_nan_07,duplicate,D2
pair_2759,gh_3907931032,gh_3852796585,not_duplicate,D3
pair_2212,sdk_storage_quota_00,sdk_storage_quota_08,duplicate,D2
pair_1942,sdk_unauthorized_401_00,sdk_unauthorized_401_08,duplicate,D2
pair_1319,syn_service_worker_stale_01,syn_service_worker_stale_07,duplicate,D2
pair_2305,sdk_zindex_conflict_01,sdk_zindex_conflict_03,duplicate,D2
pair_0936,syn_clipboard_paste_crash_04,syn_clipboard_paste_crash_09,duplicate,D2
pair_4105,gh_3873422588,syn_search_empty_state_01,not_duplicate,D4
pair_2209,sdk_storage_quota_00,sdk_storage_quota_05,duplicate,D2
pair_0258,syn_search_empty_state_03,syn_search_empty_state_05,duplicate,D2
pair_3306,sdk_long_task_09,syn_a11y_focus_trap_06,not_duplicate,D4
pair_0873,syn_useeffect_loop_01,syn_useeffect_loop_09,duplicate,D2
pair_2851,syn_drag_drop_ghost_01,syn_chart_resize_overflow_02,not_duplicate,D3
pair_0129,syn_infinite_scroll_memory_04,syn_infinite_scroll_memory_06,duplicate,D2
pair_1045,syn_geolocation_timeout_01,syn_geolocation_timeout_02,duplicate,D2
pair_3393,sdk_zindex_conflict_03,sdk_unhandled_promise_08,not_duplicate,D4
pair_4072,gh_3861668348,sdk_stale_closure_00,not_duplicate,D4
pair_4012,sdk_broken_image_09,syn_modal_scroll_lock_05,not_duplicate,D4
pair_1495,sdk_form_crash_01,sdk_form_crash_03,duplicate,D2
pair_1505,sdk_form_crash_02,sdk_form_crash_06,duplicate,D2
pair_1922,sdk_network_timeout_04,sdk_network_timeout_07,duplicate,D2
pair_3007,gh_4062064165,gh_3838263930,not_duplicate,D3
pair_1189,syn_password_reveal_crash_02,syn_password_reveal_crash_04,duplicate,D2
pair_0690,syn_oauth_redirect_loop_01,syn_oauth_redirect_loop_04,duplicate,D2
pair_2392,sdk_unhandled_promise_00,sdk_unhandled_promise_08,duplicate,D2
pair_2680,syn_cors_preflight_04,syn_geolocation_timeout_00,not_duplicate,D3
pair_4088,syn_form_validation_race_04,sdk_checkout_crash_07,not_duplicate,D4
pair_3163,syn_ssr_hydration_mismatch_08,gh_1465982477,not_duplicate,D4
pair_0928,syn_clipboard_paste_crash_03,syn_clipboard_paste_crash_06,duplicate,D2
pair_1341,syn_service_worker_stale_05,syn_service_worker_stale_07,duplicate,D2
pair_4297,syn_oauth_redirect_loop_00,sdk_dom_explosion_04,not_duplicate,D4
pair_4238,sdk_api_500_04,syn_chart_resize_overflow_09,not_duplicate,D4
pair_2589,gh_3857816715,gh_3829594271,not_duplicate,D3
pair_3950,sdk_network_timeout_05,syn_search_empty_state_09,not_duplicate,D4
pair_0990,syn_notification_permission_07,syn_notification_permission_09,duplicate,D2
pair_2915,syn_clipboard_paste_crash_08,syn_table_sort_nan_08,not_duplicate,D3
pair_0023,syn_checkout_coupon_01,syn_checkout_coupon_08,duplicate,D2
pair_3457,syn_chart_resize_overflow_03,syn_table_sort_nan_05,not_duplicate,D4
pair_2268,sdk_stale_closure_02,sdk_stale_closure_04,duplicate,D2
pair_0331,syn_date_picker_timezone_01,syn_date_picker_timezone_03,duplicate,D2
pair_3778,syn_file_upload_crash_02,gh_3999810919,not_duplicate,D4
pair_0069,syn_login_csrf_01,syn_login_csrf_09,duplicate,D2
pair_1088,syn_pdf_export_blank_00,syn_pdf_export_blank_08,duplicate,D2
pair_1640,sdk_json_parse_crash_02,sdk_json_parse_crash_06,duplicate,D2
pair_1496,sdk_form_crash_01,sdk_form_crash_04,duplicate,D2
pair_0405,syn_websocket_reconnect_06,syn_websocket_reconnect_07,duplicate,D2
pair_4098,syn_cors_preflight_03,sdk_stale_closure_06,not_duplicate,D4
pair_0788,syn_stale_cache_02,syn_stale_cache_06,duplicate,D2
pair_3907,sdk_unauthorized_401_05,syn_password_reveal_crash_00,not_duplicate,D4
pair_0297,syn_modal_scroll_lock_02,syn_modal_scroll_lock_06,duplicate,D2
pair_0767,syn_animation_jank_07,syn_animation_jank_09,duplicate,D2
pair_0864,syn_useeffect_loop_00,syn_useeffect_loop_08,duplicate,D2
pair_1354,sdk_checkout_crash_00,sdk_checkout_crash_05,duplicate,D2
pair_3271,syn_react_key_warning_05,sdk_zindex_conflict_01,not_duplicate,D4
pair_2224,sdk_storage_quota_02,sdk_storage_quota_05,duplicate,D2
pair_1773,sdk_array_bounds_02,sdk_array_bounds_04,duplicate,D2
pair_3015,syn_form_validation_race_09,syn_service_worker_stale_02,not_duplicate,D3
pair_1807,sdk_invalid_date_00,sdk_invalid_date_08,duplicate,D2
pair_4410,gh_3848370593,syn_a11y_focus_trap_01,not_duplicate,D4
pair_3344,sdk_stale_closure_02,syn_dark_mode_flash_01,not_duplicate,D4
pair_2353,sdk_layout_shift_01,sdk_layout_shift_06,duplicate,D2
pair_3150,syn_notification_permission_01,syn_table_sort_nan_01,not_duplicate,D4
pair_3264,gh_3822673210,sdk_layout_shift_09,not_duplicate,D4
pair_1385,sdk_checkout_crash_05,sdk_checkout_crash_06,duplicate,D2
pair_0215,syn_file_upload_crash_03,syn_file_upload_crash_07,duplicate,D2
pair_1308,syn_service_worker_stale_00,syn_service_worker_stale_04,duplicate,D2
pair_4473,gh_4117107989,syn_table_sort_nan_06,not_duplicate,D4
pair_0194,syn_file_upload_crash_00,syn_file_upload_crash_07,duplicate,D2
pair_0168,syn_dark_mode_flash_03,syn_dark_mode_flash_05,duplicate,D2
pair_1268,syn_chart_resize_overflow_00,syn_chart_resize_overflow_09,duplicate,D2
pair_3254,sdk_slow_page_04,gh_4005084462,not_duplicate,D4
pair_0265,syn_search_empty_state_04,syn_search_empty_state_07,duplicate,D2
pair_4328,gh_1491611161,sdk_form_crash_08,not_duplicate,D4
pair_0449,syn_form_validation_race_05,syn_form_validation_race_09,duplicate,D2
pair_3856,syn_image_lazy_load_00,gh_4117107989,not_duplicate,D4
pair_0401,syn_websocket_reconnect_05,syn_websocket_reconnect_06,duplicate,D2
pair_1009,syn_table_sort_nan_02,syn_table_sort_nan_03,duplicate,D2
pair_2379,sdk_layout_shift_06,sdk_layout_shift_07,duplicate,D2
pair_3046,syn_dropdown_z_index_00,syn_chart_resize_overflow_07,not_duplicate,D3
pair_0748,syn_animation_jank_03,syn_animation_jank_04,duplicate,D2
pair_2792,syn_file_upload_crash_08,syn_clipboard_paste_crash_09,not_duplicate,D3
pair_4237,gh_2062619579,sdk_stack_overflow_09,not_duplicate,D4
pair_1677,sdk_stack_overflow_01,sdk_stack_overflow_05,duplicate,D2
pair_2862,syn_ssr_hydration_mismatch_04,syn_useeffect_loop_09,not_duplicate,D3
pair_3367,gh_3335569740,sdk_listener_leak_01,not_duplicate,D4
pair_2453,sdk_listener_leak_02,sdk_listener_leak_09,duplicate,D2
pair_4257,sdk_cors_error_02,syn_form_validation_race_09,not_duplicate,D4
pair_1368,sdk_checkout_crash_02,sdk_checkout_crash_04,duplicate,D2
pair_1891,sdk_network_timeout_00,sdk_network_timeout_02,duplicate,D2
pair_1555,sdk_broken_image_03,sdk_broken_image_05,duplicate,D2
pair_2657,syn_dropdown_z_index_05,syn_drag_drop_ghost_05,not_duplicate,D3
pair_3050,syn_search_empty_state_08,syn_service_worker_stale_05,not_duplicate,D3
pair_2818,syn_dropdown_z_index_02,syn_drag_drop_ghost_03,not_duplicate,D3
pair_1305,syn_service_worker_stale_00,syn_service_worker_stale_01,duplicate,D2
pair_4315,syn_ssr_hydration_mismatch_08,syn_table_sort_nan_07,not_duplicate,D4
pair_0859,syn_useeffect_loop_00,syn_useeffect_loop_03,duplicate,D2
pair_2599,syn_a11y_focus_trap_00,syn_chart_resize_overflow_07,not_duplicate,D3
pair_4010,sdk_form_crash_08,syn_websocket_reconnect_06,not_duplicate,D4
pair_3300,sdk_network_timeout_02,syn_a11y_focus_trap_08,not_duplicate,D4
pair_0030,syn_checkout_coupon_02,syn_checkout_coupon_08,duplicate,D2
pair_2646,syn_infinite_scroll_memory_02,syn_image_lazy_load_06,not_duplicate,D3
pair_3084,sdk_null_dom_00,syn_drag_drop_ghost_02,not_duplicate,D4
pair_3146,sdk_heavy_canvas_08,gh_3823072431,not_duplicate,D4
pair_1814,sdk_invalid_date_01,sdk_invalid_date_07,duplicate,D2
pair_4250,syn_stale_cache_05,gh_1820495894,not_duplicate,D4
pair_1104,syn_pdf_export_blank_02,syn_pdf_export_blank_09,duplicate,D2
pair_2742,syn_date_picker_timezone_02,syn_clipboard_paste_crash_00,not_duplicate,D3
pair_0834,syn_a11y_focus_trap_02,syn_a11y_focus_trap_08,duplicate,D2
pair_0295,syn_modal_scroll_lock_02,syn_modal_scroll_lock_04,duplicate,D2
pair_2718,syn_ssr_hydration_mismatch_02,syn_useeffect_loop_07,not_duplicate,D3
pair_2038,sdk_websocket_fail_01,sdk_websocket_fail_06,duplicate,D2
pair_3316,sdk_null_dom_07,gh_4181700882,not_duplicate,D4
pair_2618,syn_checkout_coupon_04,syn_video_autoplay_blocked_04,not_duplicate,D3
pair_1222,syn_video_autoplay_blocked_00,syn_video_autoplay_blocked_07,duplicate,D2
pair_3402,sdk_network_timeout_01,syn_animation_jank_02,not_duplicate,D4
pair_2712,syn_search_empty_state_01,syn_stale_cache_09,not_duplicate,D3
pair_3456,sdk_rate_limit_429_05,syn_chart_resize_overflow_07,not_duplicate,D4
pair_1317,syn_service_worker_stale_01,syn_service_worker_stale_05,duplicate,D2
pair_0826,syn_a11y_focus_trap_01,syn_a11y_focus_trap_06,duplicate,D2
pair_3969,sdk_form_crash_04,sdk_network_timeout_00,not_duplicate,D4
pair_0417,syn_form_validation_race_00,syn_form_validation_race_07,duplicate,D2
pair_4205,syn_drag_drop_ghost_07,syn_password_reveal_crash_09,not_duplicate,D4
pair_4184,syn_search_empty_state_00,syn_table_sort_nan_07,not_duplicate,D4
pair_3889,sdk_storage_quota_08,sdk_websocket_fail_01,not_duplicate,D4
pair_4022,sdk_long_task_03,sdk_invalid_date_07,not_duplicate,D4
pair_3641,gh_1329896643,sdk_zindex_conflict_04,not_duplicate,D4
pair_1517,sdk_form_crash_04,sdk_form_crash_07,duplicate,D2
pair_2265,sdk_stale_closure_01,sdk_stale_closure_08,duplicate,D2
pair_4467,sdk_checkout_crash_07,gh_3939686094,not_duplicate,D4
pair_0357,syn_date_picker_timezone_05,syn_date_picker_timezone_07,duplicate,D2
pair_3214,syn_notification_permission_00,syn_clipboard_paste_crash_01,not_duplicate,D4
pair_0858,syn_useeffect_loop_00,syn_useeffect_loop_02,duplicate,D2
pair_2087,sdk_long_task_02,sdk_long_task_03,duplicate,D2
pair_3787,syn_geolocation_timeout_03,sdk_rage_clicks_04,not_duplicate,D4
pair_0761,syn_animation_jank_05,syn_animation_jank_08,duplicate,D2
pair_2827,syn_dropdown_z_index_04,syn_chart_resize_overflow_00,not_duplicate,D3
pair_1654,sdk_json_parse_crash_04,sdk_json_parse_crash_09,duplicate,D2
pair_0125,syn_infinite_scroll_memory_03,syn_infinite_scroll_memory_07,duplicate,D2
pair_4227,sdk_heavy_canvas_05,sdk_cors_error_03,not_duplicate,D4
pair_2796,sdk_slow_page_00,sdk_rage_clicks_04,not_duplicate,D3
pair_1328,syn_service_worker_stale_02,syn_service_worker_stale_09,duplicate,D2
pair_2526,syn_date_picker_timezone_08,syn_password_reveal_crash_04,not_duplicate,D3
pair_3182,syn_file_upload_crash_03,syn_chart_resize_overflow_06,not_duplicate,D4
pair_3736,syn_notification_permission_05,sdk_slow_page_01,not_duplicate,D4
pair_0018,syn_checkout_coupon_01,syn_checkout_coupon_03,duplicate,D2
pair_4460,sdk_heavy_canvas_00,syn_password_reveal_crash_01,not_duplicate,D4
pair_2824,syn_date_picker_timezone_02,syn_clipboard_paste_crash_07,not_duplicate,D3
pair_3549,syn_geolocation_timeout_04,sdk_slow_page_00,not_duplicate,D4
pair_0288,syn_modal_scroll_lock_01,syn_modal_scroll_lock_04,duplicate,D2
pair_3670,syn_table_sort_nan_09,syn_websocket_reconnect_07,not_duplicate,D4
pair_0662,syn_react_key_warning_03,syn_react_key_warning_08,duplicate,D2
pair_4326,syn_ssr_hydration_mismatch_09,syn_animation_jank_05,not_duplicate,D4
pair_2671,gh_4066586425,gh_3854696745,not_duplicate,D3
pair_2660,gh_4017202228,gh_3873422588,not_duplicate,D3
pair_2372,sdk_layout_shift_04,sdk_layout_shift_07,duplicate,D2
pair_0172,syn_dark_mode_flash_03,syn_dark_mode_flash_09,duplicate,D2
pair_3972,sdk_rate_limit_429_05,syn_infinite_scroll_memory_07,not_duplicate,D4
pair_2145,sdk_dom_explosion_04,sdk_dom_explosion_05,duplicate,D2
pair_0889,syn_useeffect_loop_04,syn_useeffect_loop_07,duplicate,D2
pair_3213,syn_notification_permission_02,syn_chart_resize_overflow_03,not_duplicate,D4
pair_0634,syn_react_key_warning_00,syn_react_key_warning_01,duplicate,D2
pair_3826,sdk_stale_closure_04,syn_cors_preflight_07,not_duplicate,D4
pair_1256,syn_video_autoplay_blocked_06,syn_video_autoplay_blocked_08,duplicate,D2
pair_2014,sdk_rate_limit_429_04,sdk_rate_limit_429_09,duplicate,D2
pair_1901,sdk_network_timeout_01,sdk_network_timeout_04,duplicate,D2
pair_0860,syn_useeffect_loop_00,syn_useeffect_loop_04,duplicate,D2
pair_4331,syn_drag_drop_ghost_07,sdk_slow_page_09,not_duplicate,D4
pair_3790,sdk_null_dom_07,syn_checkout_coupon_02,not_duplicate,D4
pair_1529,sdk_form_crash_08,sdk_form_crash_09,duplicate,D2
pair_3475,sdk_null_dom_05,syn_stale_cache_04,not_duplicate,D4
pair_4095,syn_stale_cache_08,syn_ssr_hydration_mismatch_01,not_duplicate,D4
pair_3177,sdk_storage_quota_05,sdk_dom_explosion_09,not_duplicate,D4
pair_1625,sdk_json_parse_crash_00,sdk_json_parse_crash_06,duplicate,D2
pair_0978,syn_notification_permission_04,syn_notification_permission_06,duplicate,D2
pair_2192,sdk_heavy_canvas_04,sdk_heavy_canvas_07,duplicate,D2
pair_4287,sdk_null_dom_04,syn_animation_jank_02,not_duplicate,D4
pair_3087,sdk_zindex_conflict_06,sdk_stack_overflow_09,not_duplicate,D4
pair_4308,syn_geolocation_timeout_06,gh_3051783603,not_duplicate,D4
pair_2751,gh_4197186884,gh_3859613207,not_duplicate,D3
pair_4011,sdk_rate_limit_429_09,syn_stale_cache_05,not_duplicate,D4
pair_3869,sdk_zindex_conflict_00,syn_date_picker_timezone_06,not_duplicate,D4
pair_3156,sdk_rage_clicks_02,syn_drag_drop_ghost_03,not_duplicate,D4
pair_2720,syn_stale_cache_01,syn_service_worker_stale_00,not_duplicate,D3
pair_0246,syn_search_empty_state_01,syn_search_empty_state_06,duplicate,D2
pair_0429,syn_form_validation_race_02,syn_form_validation_race_04,duplicate,D2
pair_2654,syn_date_picker_timezone_08,syn_clipboard_paste_crash_02,not_duplicate,D3
pair_4254,gh_1465982477,syn_notification_permission_06,not_duplicate,D4
pair_2967,syn_file_upload_crash_01,syn_pdf_export_blank_06,not_duplicate,D3
pair_3077,gh_3301463020,syn_stale_cache_04,not_duplicate,D4
pair_1037,syn_geolocation_timeout_00,syn_geolocation_timeout_02,duplicate,D2
pair_1839,sdk_invalid_date_06,sdk_invalid_date_07,duplicate,D2
pair_0190,syn_file_upload_crash_00,syn_file_upload_crash_03,duplicate,D2
pair_2433,sdk_listener_leak_00,sdk_listener_leak_04,duplicate,D2
pair_3395,syn_service_worker_stale_03,sdk_stack_overflow_05,not_duplicate,D4
pair_1445,sdk_slow_page_00,sdk_slow_page_06,duplicate,D2
pair_2566,syn_stale_cache_06,syn_service_worker_stale_09,not_duplicate,D3
pair_4455,sdk_form_crash_03,sdk_zindex_conflict_00,not_duplicate,D4
pair_0817,syn_a11y_focus_trap_00,syn_a11y_focus_trap_05,duplicate,D2
pair_1779,sdk_array_bounds_03,sdk_array_bounds_04,duplicate,D2
pair_3989,syn_stale_cache_01,syn_ssr_hydration_mismatch_08,not_duplicate,D4
pair_3959,syn_useeffect_loop_03,syn_a11y_focus_trap_02,not_duplicate,D4
pair_4183,gh_4202563980,syn_search_empty_state_02,not_duplicate,D4
pair_1761,sdk_array_bounds_00,sdk_array_bounds_07,duplicate,D2
pair_4275,gh_2216662389,syn_search_empty_state_06,not_duplicate,D4
pair_0052,syn_checkout_coupon_08,syn_checkout_coupon_09,duplicate,D2
pair_2896,syn_clipboard_paste_crash_09,syn_pdf_export_blank_08,not_duplicate,D3
pair_2694,syn_image_lazy_load_09,syn_animation_jank_07,not_duplicate,D3
pair_1689,sdk_stack_overflow_03,sdk_stack_overflow_04,duplicate,D2
pair_0281,syn_modal_scroll_lock_00,syn_modal_scroll_lock_04,duplicate,D2
pair_2648,sdk_stack_overflow_09,sdk_long_task_03,not_duplicate,D3
pair_0727,syn_animation_jank_00,syn_animation_jank_04,duplicate,D2
pair_0444,syn_form_validation_race_04,syn_form_validation_race_08,duplicate,D2
pair_2968,sdk_slow_page_01,sdk_rage_clicks_03,not_duplicate,D3
pair_1601,sdk_rage_clicks_03,sdk_rage_clicks_06,duplicate,D2
pair_0868,syn_useeffect_loop_01,syn_useeffect_loop_04,duplicate,D2
pair_3834,syn_infinite_scroll_memory_06,syn_a11y_focus_trap_00,not_duplicate,D4
pair_1971,sdk_unauthorized_401_05,sdk_unauthorized_401_07,duplicate,D2
pair_3116,sdk_cors_error_09,syn_checkout_coupon_07,not_duplicate,D4
