pair_id,model,cosine_score,label
bz_pair_0181,nomic-embed-text,0.717951,duplicate
bz_pair_0182,nomic-embed-text,0.589351,not_duplicate
bz_pair_0183,nomic-embed-text,0.533155,not_duplicate
bz_pair_0184,nomic-embed-text,1.0,duplicate
bz_pair_0185,nomic-embed-text,0.825404,duplicate
bz_pair_0186,nomic-embed-text,0.710837,not_duplicate
bz_pair_0187,nomic-embed-text,0.746391,duplicate
bz_pair_0188,nomic-embed-text,0.751665,duplicate
bz_pair_0189,nomic-embed-text,0.60093,not_duplicate
bz_pair_0190,nomic-embed-text,0.767651,duplicate
bz_pair_0191,nomic-embed-text,0.800352,duplicate
bz_pair_0192,nomic-embed-text,0.823453,duplicate
bz_pair_0193,nomic-embed-text,0.732623,duplicate
bz_pair_0194,nomic-embed-text,0.533606,duplicate
bz_pair_0195,nomic-embed-text,1.0,duplicate
bz_pair_0196,nomic-embed-text,0.875466,duplicate
bz_pair_0197,nomic-embed-text,0.746966,duplicate
bz_pair_0198,nomic-embed-text,0.729257,duplicate
bz_pair_0199,nomic-embed-text,0.644309,duplicate
bz_pair_0200,nomic-embed-text,0.733654,duplicate
bz_pair_0201,nomic-embed-text,0.781268,duplicate
bz_pair_0202,nomic-embed-text,0.54805,not_duplicate
bz_pair_0203,nomic-embed-text,0.737301,duplicate
bz_pair_0204,nomic-embed-text,0.539264,not_duplicate
bz_pair_0205,nomic-embed-text,0.733411,duplicate
bz_pair_0206,nomic-embed-text,0.647932,duplicate
bz_pair_0207,nomic-embed-text,0.634027,not_duplicate
bz_pair_0208,nomic-embed-text,0.759823,duplicate
bz_pair_0209,nomic-embed-text,0.663359,duplicate
bz_pair_0210,nomic-embed-text,0.708441,duplicate
bz_pair_0211,nomic-embed-text,0.790387,duplicate
bz_pair_0212,nomic-embed-text,0.496268,not_duplicate
bz_pair_0213,nomic-embed-text,0.605099,not_duplicate
bz_pair_0214,nomic-embed-text,0.552696,duplicate
bz_pair_0215,nomic-embed-text,0.71296,duplicate
bz_pair_0216,nomic-embed-text,1.0,duplicate
bz_pair_0217,nomic-embed-text,0.641171,duplicate
bz_pair_0218,nomic-embed-text,0.788997,duplicate
bz_pair_0219,nomic-embed-text,0.680871,duplicate
bz_pair_0220,nomic-embed-text,0.505987,not_duplicate
bz_pair_0221,nomic-embed-text,0.505622,not_duplicate
bz_pair_0222,nomic-embed-text,0.562418,duplicate
bz_pair_0223,nomic-embed-text,0.812448,duplicate
bz_pair_0224,nomic-embed-text,0.59287,not_duplicate
bz_pair_0225,nomic-embed-text,0.642948,not_duplicate
bz_pair_0226,nomic-embed-text,0.778954,duplicate
bz_pair_0227,nomic-embed-text,0.618928,not_duplicate
bz_pair_0228,nomic-embed-text,0.584739,not_duplicate
bz_pair_0229,nomic-embed-text,0.568477,not_duplicate
bz_pair_0230,nomic-embed-text,0.581345,not_duplicate
bz_pair_0231,nomic-embed-text,0.57598,duplicate
bz_pair_0232,nomic-embed-text,0.847871,duplicate
bz_pair_0233,nomic-embed-text,0.533816,not_duplicate
bz_pair_0234,nomic-embed-text,0.670365,duplicate
bz_pair_0235,nomic-embed-text,0.586455,not_duplicate
bz_pair_0236,nomic-embed-text,0.634911,not_duplicate
bz_pair_0237,nomic-embed-text,0.582294,not_duplicate
bz_pair_0238,nomic-embed-text,0.681365,duplicate
bz_pair_0239,nomic-embed-text,0.664989,duplicate
bz_pair_0240,nomic-embed-text,0.545512,not_duplicate
bz_pair_0241,nomic-embed-text,0.825894,duplicate
bz_pair_0242,nomic-embed-text,0.743031,duplicate
bz_pair_0243,nomic-embed-text,0.650809,duplicate
bz_pair_0244,nomic-embed-text,0.897729,duplicate
bz_pair_0245,nomic-embed-text,0.488897,not_duplicate
bz_pair_0246,nomic-embed-text,0.796812,duplicate
bz_pair_0247,nomic-embed-text,0.852649,duplicate
bz_pair_0248,nomic-embed-text,0.769169,duplicate
bz_pair_0249,nomic-embed-text,0.800551,duplicate
bz_pair_0250,nomic-embed-text,0.650346,not_duplicate
bz_pair_0251,nomic-embed-text,0.891485,duplicate
bz_pair_0252,nomic-embed-text,0.703647,duplicate
bz_pair_0253,nomic-embed-text,0.607082,not_duplicate
bz_pair_0254,nomic-embed-text,0.600456,not_duplicate
bz_pair_0255,nomic-embed-text,0.625156,not_duplicate
bz_pair_0256,nomic-embed-text,0.754579,duplicate
bz_pair_0257,nomic-embed-text,0.505506,duplicate
bz_pair_0258,nomic-embed-text,0.800159,duplicate
bz_pair_0259,nomic-embed-text,0.564414,not_duplicate
bz_pair_0260,nomic-embed-text,0.526645,not_duplicate
bz_pair_0261,nomic-embed-text,0.605611,not_duplicate
bz_pair_0262,nomic-embed-text,0.828775,duplicate
bz_pair_0263,nomic-embed-text,0.726416,duplicate
bz_pair_0264,nomic-embed-text,0.626504,duplicate
bz_pair_0265,nomic-embed-text,0.856476,duplicate
bz_pair_0266,nomic-embed-text,0.570063,duplicate
bz_pair_0267,nomic-embed-text,0.565912,not_duplicate
bz_pair_0268,nomic-embed-text,0.629774,duplicate
bz_pair_0269,nomic-embed-text,0.776061,duplicate
bz_pair_0270,nomic-embed-text,0.78355,duplicate
bz_pair_0271,nomic-embed-text,0.62582,not_duplicate
bz_pair_0272,nomic-embed-text,0.994267,duplicate
bz_pair_0273,nomic-embed-text,0.603385,not_duplicate
bz_pair_0274,nomic-embed-text,0.987764,duplicate
bz_pair_0275,nomic-embed-text,0.645105,not_duplicate
bz_pair_0276,nomic-embed-text,0.619987,not_duplicate
bz_pair_0277,nomic-embed-text,0.621521,not_duplicate
bz_pair_0278,nomic-embed-text,0.690171,duplicate
bz_pair_0279,nomic-embed-text,0.642065,duplicate
bz_pair_0280,nomic-embed-text,0.723048,duplicate
bz_pair_0281,nomic-embed-text,0.616262,duplicate
bz_pair_0282,nomic-embed-text,0.761226,duplicate
bz_pair_0283,nomic-embed-text,0.80395,duplicate
bz_pair_0284,nomic-embed-text,0.704545,duplicate
bz_pair_0285,nomic-embed-text,0.749856,duplicate
bz_pair_0286,nomic-embed-text,0.428605,duplicate
bz_pair_0287,nomic-embed-text,0.622626,not_duplicate
bz_pair_0288,nomic-embed-text,0.608229,not_duplicate
bz_pair_0289,nomic-embed-text,0.757151,duplicate
bz_pair_0290,nomic-embed-text,0.637595,not_duplicate
bz_pair_0291,nomic-embed-text,0.534155,not_duplicate
bz_pair_0292,nomic-embed-text,0.728647,duplicate
bz_pair_0293,nomic-embed-text,0.537222,duplicate
bz_pair_0294,nomic-embed-text,0.530838,duplicate
bz_pair_0295,nomic-embed-text,0.651373,duplicate
bz_pair_0296,nomic-embed-text,0.789402,duplicate
bz_pair_0297,nomic-embed-text,0.57353,not_duplicate
bz_pair_0298,nomic-embed-text,0.52205,duplicate
bz_pair_0299,nomic-embed-text,0.556932,duplicate
bz_pair_0300,nomic-embed-text,0.496076,not_duplicate
bz_pair_0301,nomic-embed-text,1.0,duplicate
bz_pair_0302,nomic-embed-text,0.539646,duplicate
bz_pair_0303,nomic-embed-text,0.565253,duplicate
bz_pair_0304,nomic-embed-text,0.599896,not_duplicate
bz_pair_0305,nomic-embed-text,0.751184,duplicate
bz_pair_0306,nomic-embed-text,0.655356,duplicate
bz_pair_0307,nomic-embed-text,0.704957,duplicate
bz_pair_0308,nomic-embed-text,0.755,duplicate
bz_pair_0309,nomic-embed-text,0.824451,duplicate
bz_pair_0310,nomic-embed-text,0.722872,duplicate
bz_pair_0311,nomic-embed-text,0.804166,duplicate
bz_pair_0312,nomic-embed-text,0.588607,not_duplicate
bz_pair_0313,nomic-embed-text,0.539919,not_duplicate
bz_pair_0314,nomic-embed-text,0.838295,duplicate
bz_pair_0315,nomic-embed-text,0.65235,duplicate
bz_pair_0316,nomic-embed-text,0.814225,duplicate
bz_pair_0317,nomic-embed-text,0.60143,not_duplicate
bz_pair_0318,nomic-embed-text,0.692642,duplicate
bz_pair_0319,nomic-embed-text,0.506938,not_duplicate
bz_pair_0320,nomic-embed-text,0.78329,duplicate
bz_pair_0321,nomic-embed-text,0.723297,duplicate
bz_pair_0322,nomic-embed-text,0.788997,duplicate
bz_pair_0323,nomic-embed-text,0.628868,not_duplicate
bz_pair_0324,nomic-embed-text,0.7141,duplicate
bz_pair_0325,nomic-embed-text,0.777714,duplicate
bz_pair_0326,nomic-embed-text,0.999299,duplicate
bz_pair_0327,nomic-embed-text,0.524536,not_duplicate
bz_pair_0328,nomic-embed-text,0.962257,duplicate
bz_pair_0329,nomic-embed-text,0.595613,not_duplicate
bz_pair_0330,nomic-embed-text,0.999472,duplicate
bz_pair_0331,nomic-embed-text,0.550497,not_duplicate
bz_pair_0332,nomic-embed-text,0.617811,not_duplicate
bz_pair_0333,nomic-embed-text,0.862185,duplicate
bz_pair_0334,nomic-embed-text,0.73347,duplicate
bz_pair_0335,nomic-embed-text,1.0,duplicate
bz_pair_0336,nomic-embed-text,0.690397,duplicate
bz_pair_0337,nomic-embed-text,0.512931,duplicate
bz_pair_0338,nomic-embed-text,0.814667,duplicate
bz_pair_0339,nomic-embed-text,0.608011,not_duplicate
bz_pair_0340,nomic-embed-text,1.0,duplicate
bz_pair_0341,nomic-embed-text,0.585698,not_duplicate
bz_pair_0342,nomic-embed-text,0.689249,duplicate
bz_pair_0343,nomic-embed-text,0.709579,duplicate
bz_pair_0344,nomic-embed-text,0.856835,duplicate
bz_pair_0345,nomic-embed-text,0.742586,duplicate
bz_pair_0346,nomic-embed-text,0.837898,duplicate
bz_pair_0347,nomic-embed-text,0.500336,duplicate
bz_pair_0348,nomic-embed-text,0.781274,duplicate
bz_pair_0349,nomic-embed-text,0.590201,not_duplicate
bz_pair_0000,snowflake-arctic-embed,0.547662,duplicate
bz_pair_0001,snowflake-arctic-embed,0.713612,duplicate
bz_pair_0002,snowflake-arctic-embed,0.486836,duplicate
bz_pair_0003,snowflake-arctic-embed,0.595829,duplicate
bz_pair_0004,snowflake-arctic-embed,0.455646,duplicate
bz_pair_0005,snowflake-arctic-embed,0.572581,not_duplicate
bz_pair_0006,snowflake-arctic-embed,0.425888,not_duplicate
bz_pair_0007,snowflake-arctic-embed,0.757624,duplicate
bz_pair_0008,snowflake-arctic-embed,0.566857,not_duplicate
bz_pair_0009,snowflake-arctic-embed,0.626048,duplicate
bz_pair_0010,snowflake-arctic-embed,0.782815,duplicate
bz_pair_0011,snowflake-arctic-embed,0.730758,duplicate
bz_pair_0012,snowflake-arctic-embed,0.644541,not_duplicate
bz_pair_0013,snowflake-arctic-embed,0.569063,duplicate
bz_pair_0014,snowflake-arctic-embed,0.445199,not_duplicate
bz_pair_0015,snowflake-arctic-embed,0.750893,duplicate
bz_pair_0016,snowflake-arctic-embed,0.594199,duplicate
bz_pair_0017,snowflake-arctic-embed,0.638392,duplicate
bz_pair_0018,snowflake-arctic-embed,0.767336,duplicate
bz_pair_0019,snowflake-arctic-embed,0.702288,duplicate
bz_pair_0020,snowflake-arctic-embed,0.731815,duplicate
bz_pair_0021,snowflake-arctic-embed,0.645629,duplicate
bz_pair_0022,snowflake-arctic-embed,0.477983,duplicate
bz_pair_0023,snowflake-arctic-embed,0.574918,not_duplicate
bz_pair_0024,snowflake-arctic-embed,0.735657,duplicate
bz_pair_0025,snowflake-arctic-embed,0.803861,duplicate
bz_pair_0026,snowflake-arctic-embed,0.539483,not_duplicate
bz_pair_0027,snowflake-arctic-embed,0.732882,duplicate
bz_pair_0028,snowflake-arctic-embed,1.0,duplicate
bz_pair_0029,snowflake-arctic-embed,0.769846,duplicate
bz_pair_0030,snowflake-arctic-embed,0.678951,not_duplicate
bz_pair_0031,snowflake-arctic-embed,0.589177,duplicate
bz_pair_0032,snowflake-arctic-embed,0.627581,duplicate
bz_pair_0033,snowflake-arctic-embed,0.496601,duplicate
bz_pair_0034,snowflake-arctic-embed,0.45139,not_duplicate
bz_pair_0035,snowflake-arctic-embed,0.395044,not_duplicate
bz_pair_0036,snowflake-arctic-embed,0.814261,duplicate
bz_pair_0037,snowflake-arctic-embed,0.527249,not_duplicate
bz_pair_0038,snowflake-arctic-embed,0.592493,not_duplicate
bz_pair_0039,snowflake-arctic-embed,0.843844,duplicate
bz_pair_0040,snowflake-arctic-embed,0.720212,duplicate
bz_pair_0041,snowflake-arctic-embed,0.444871,duplicate
bz_pair_0042,snowflake-arctic-embed,0.756408,duplicate
bz_pair_0043,snowflake-arctic-embed,0.619995,duplicate
bz_pair_0044,snowflake-arctic-embed,0.643631,not_duplicate
bz_pair_0045,snowflake-arctic-embed,0.573913,duplicate
bz_pair_0046,snowflake-arctic-embed,0.692195,duplicate
bz_pair_0047,snowflake-arctic-embed,0.738379,duplicate
bz_pair_0048,snowflake-arctic-embed,0.407099,not_duplicate
bz_pair_0049,snowflake-arctic-embed,0.312506,not_duplicate
bz_pair_0050,snowflake-arctic-embed,0.53309,duplicate
bz_pair_0051,snowflake-arctic-embed,0.530617,duplicate
bz_pair_0052,snowflake-arctic-embed,0.612252,duplicate
bz_pair_0053,snowflake-arctic-embed,0.768208,duplicate
bz_pair_0054,snowflake-arctic-embed,1.0,duplicate
bz_pair_0055,snowflake-arctic-embed,0.441894,not_duplicate
bz_pair_0056,snowflake-arctic-embed,0.683854,duplicate
bz_pair_0057,snowflake-arctic-embed,0.854317,duplicate
bz_pair_0058,snowflake-arctic-embed,0.381231,not_duplicate
bz_pair_0059,snowflake-arctic-embed,0.69928,duplicate
bz_pair_0060,snowflake-arctic-embed,0.75746,duplicate
bz_pair_0061,snowflake-arctic-embed,0.290697,not_duplicate
bz_pair_0062,snowflake-arctic-embed,0.670256,duplicate
bz_pair_0063,snowflake-arctic-embed,0.33071,not_duplicate
bz_pair_0064,snowflake-arctic-embed,0.357798,not_duplicate
bz_pair_0065,snowflake-arctic-embed,1.0,duplicate
bz_pair_0066,snowflake-arctic-embed,0.694243,duplicate
bz_pair_0067,snowflake-arctic-embed,0.44548,duplicate
bz_pair_0068,snowflake-arctic-embed,0.752591,duplicate
bz_pair_0069,snowflake-arctic-embed,0.553715,not_duplicate
bz_pair_0070,snowflake-arctic-embed,0.697609,duplicate
bz_pair_0071,snowflake-arctic-embed,0.714295,duplicate
bz_pair_0072,snowflake-arctic-embed,0.70989,duplicate
bz_pair_0073,snowflake-arctic-embed,0.809669,duplicate
bz_pair_0074,snowflake-arctic-embed,0.838663,duplicate
bz_pair_0075,snowflake-arctic-embed,0.663626,duplicate
bz_pair_0076,snowflake-arctic-embed,0.752488,duplicate
bz_pair_0077,snowflake-arctic-embed,0.82509,duplicate
bz_pair_0078,snowflake-arctic-embed,0.610883,duplicate
bz_pair_0079,snowflake-arctic-embed,0.570339,duplicate
bz_pair_0080,snowflake-arctic-embed,0.63529,duplicate
bz_pair_0081,snowflake-arctic-embed,0.606533,duplicate
bz_pair_0082,snowflake-arctic-embed,0.428228,duplicate
bz_pair_0083,snowflake-arctic-embed,0.618738,duplicate
bz_pair_0084,snowflake-arctic-embed,0.758671,duplicate
bz_pair_0085,snowflake-arctic-embed,0.709049,duplicate
bz_pair_0086,snowflake-arctic-embed,0.599486,duplicate
bz_pair_0087,snowflake-arctic-embed,0.359622,not_duplicate
bz_pair_0088,snowflake-arctic-embed,0.743417,duplicate
bz_pair_0089,snowflake-arctic-embed,0.630831,duplicate
bz_pair_0090,snowflake-arctic-embed,0.461535,duplicate
bz_pair_0091,snowflake-arctic-embed,0.662905,duplicate
bz_pair_0092,snowflake-arctic-embed,0.799422,duplicate
bz_pair_0093,snowflake-arctic-embed,0.573783,duplicate
bz_pair_0094,snowflake-arctic-embed,0.522758,not_duplicate
bz_pair_0095,snowflake-arctic-embed,1.0,duplicate
bz_pair_0096,snowflake-arctic-embed,0.812287,duplicate
bz_pair_0097,snowflake-arctic-embed,0.693091,duplicate
bz_pair_0098,snowflake-arctic-embed,0.616706,duplicate
bz_pair_0099,snowflake-arctic-embed,0.746518,duplicate
bz_pair_0100,snowflake-arctic-embed,0.723384,duplicate
bz_pair_0101,snowflake-arctic-embed,0.411848,not_duplicate
bz_pair_0102,snowflake-arctic-embed,0.421616,not_duplicate
bz_pair_0103,snowflake-arctic-embed,0.568852,duplicate
bz_pair_0104,snowflake-arctic-embed,0.651505,duplicate
bz_pair_0105,snowflake-arctic-embed,0.652533,duplicate
bz_pair_0106,snowflake-arctic-embed,0.507956,not_duplicate
bz_pair_0107,snowflake-arctic-embed,0.693082,duplicate
bz_pair_0108,snowflake-arctic-embed,0.51443,duplicate
bz_pair_0109,snowflake-arctic-embed,0.60025,duplicate
bz_pair_0110,snowflake-arctic-embed,0.428279,not_duplicate
bz_pair_0111,snowflake-arctic-embed,0.660059,duplicate
bz_pair_0112,snowflake-arctic-embed,0.547802,not_duplicate
bz_pair_0113,snowflake-arctic-embed,0.789112,duplicate
bz_pair_0114,snowflake-arctic-embed,0.49215,not_duplicate
bz_pair_0115,snowflake-arctic-embed,0.622751,duplicate
bz_pair_0116,snowflake-arctic-embed,0.721404,duplicate
bz_pair_0117,snowflake-arctic-embed,0.335877,duplicate
bz_pair_0118,snowflake-arctic-embed,0.57998,duplicate
bz_pair_0119,snowflake-arctic-embed,0.552028,duplicate
bz_pair_0120,snowflake-arctic-embed,0.570329,duplicate
bz_pair_0121,snowflake-arctic-embed,0.584806,not_duplicate
bz_pair_0122,snowflake-arctic-embed,0.717329,duplicate
bz_pair_0123,snowflake-arctic-embed,0.678262,duplicate
bz_pair_0124,snowflake-arctic-embed,0.675259,duplicate
bz_pair_0125,snowflake-arctic-embed,0.637024,not_duplicate
bz_pair_0126,snowflake-arctic-embed,0.713498,duplicate
bz_pair_0127,snowflake-arctic-embed,0.760573,duplicate
bz_pair_0128,snowflake-arctic-embed,0.793458,duplicate
bz_pair_0129,snowflake-arctic-embed,0.532152,not_duplicate
bz_pair_0130,snowflake-arctic-embed,0.647583,duplicate
bz_pair_0131,snowflake-arctic-embed,0.676264,duplicate
bz_pair_0132,snowflake-arctic-embed,0.468029,duplicate
bz_pair_0133,snowflake-arctic-embed,0.54208,duplicate
bz_pair_0134,snowflake-arctic-embed,0.604428,not_duplicate
bz_pair_0135,snowflake-arctic-embed,0.42283,not_duplicate
bz_pair_0136,snowflake-arctic-embed,0.557197,not_duplicate
bz_pair_0137,snowflake-arctic-embed,0.810881,duplicate
bz_pair_0138,snowflake-arctic-embed,0.589392,duplicate
bz_pair_0139,snowflake-arctic-embed,0.652031,duplicate
bz_pair_0140,snowflake-arctic-embed,0.443833,duplicate
bz_pair_0141,snowflake-arctic-embed,0.658075,duplicate
bz_pair_0142,snowflake-arctic-embed,0.657684,duplicate
bz_pair_0143,snowflake-arctic-embed,0.377298,duplicate
bz_pair_0144,snowflake-arctic-embed,0.539972,not_duplicate
bz_pair_0145,snowflake-arctic-embed,0.381555,not_duplicate
bz_pair_0146,snowflake-arctic-embed,0.551517,duplicate
bz_pair_0147,snowflake-arctic-embed,0.754192,duplicate
bz_pair_0148,snowflake-arctic-embed,0.699929,duplicate
bz_pair_0149,snowflake-arctic-embed,0.58036,not_duplicate
bz_pair_0150,snowflake-arctic-embed,0.475916,not_duplicate
bz_pair_0151,snowflake-arctic-embed,0.48277,duplicate
bz_pair_0152,snowflake-arctic-embed,0.573839,not_duplicate
bz_pair_0153,snowflake-arctic-embed,0.759826,not_duplicate
bz_pair_0154,snowflake-arctic-embed,0.576968,not_duplicate
bz_pair_0155,snowflake-arctic-embed,0.674106,duplicate
bz_pair_0156,snowflake-arctic-embed,0.553597,duplicate
bz_pair_0157,snowflake-arctic-embed,0.650303,duplicate
bz_pair_0158,snowflake-arctic-embed,0.881155,duplicate
bz_pair_0159,snowflake-arctic-embed,0.486163,duplicate
bz_pair_0160,snowflake-arctic-embed,1.0,duplicate
bz_pair_0161,snowflake-arctic-embed,0.359847,not_duplicate
bz_pair_0162,snowflake-arctic-embed,0.819829,duplicate
bz_pair_0163,snowflake-arctic-embed,0.87438,duplicate
bz_pair_0164,snowflake-arctic-embed,0.502005,duplicate
bz_pair_0165,snowflake-arctic-embed,0.439308,not_duplicate
bz_pair_0166,snowflake-arctic-embed,0.679323,duplicate
bz_pair_0167,snowflake-arctic-embed,0.619167,duplicate
bz_pair_0168,snowflake-arctic-embed,0.637681,duplicate
bz_pair_0169,snowflake-arctic-embed,0.533804,duplicate
bz_pair_0170,snowflake-arctic-embed,0.696832,duplicate
bz_pair_0171,snowflake-arctic-embed,0.697278,duplicate
bz_pair_0172,snowflake-arctic-embed,0.783616,duplicate
bz_pair_0173,snowflake-arctic-embed,0.785805,duplicate
bz_pair_0174,snowflake-arctic-embed,0.676046,duplicate
bz_pair_0175,snowflake-arctic-embed,0.746852,duplicate
bz_pair_0176,snowflake-arctic-embed,0.693969,duplicate
bz_pair_0177,snowflake-arctic-embed,0.654419,duplicate
bz_pair_0178,snowflake-arctic-embed,0.434468,not_duplicate
bz_pair_0179,snowflake-arctic-embed,0.601874,duplicate
bz_pair_0180,snowflake-arctic-embed,0.77854,duplicate
bz_pair_0181,snowflake-arctic-embed,0.637215,duplicate
bz_pair_0182,snowflake-arctic-embed,0.603638,not_duplicate
bz_pair_0183,snowflake-arctic-embed,0.537735,not_duplicate
bz_pair_0184,snowflake-arctic-embed,1.0,duplicate
bz_pair_0185,snowflake-arctic-embed,0.646905,duplicate
bz_pair_0186,snowflake-arctic-embed,0.435505,not_duplicate
bz_pair_0187,snowflake-arctic-embed,0.637148,duplicate
bz_pair_0188,snowflake-arctic-embed,0.609374,duplicate
bz_pair_0189,snowflake-arctic-embed,0.354609,not_duplicate
bz_pair_0190,snowflake-arctic-embed,0.657045,duplicate
bz_pair_0191,snowflake-arctic-embed,0.698901,duplicate
bz_pair_0192,snowflake-arctic-embed,0.63953,duplicate
bz_pair_0193,snowflake-arctic-embed,0.653219,duplicate
bz_pair_0194,snowflake-arctic-embed,0.386562,duplicate
bz_pair_0195,snowflake-arctic-embed,1.0,duplicate
bz_pair_0196,snowflake-arctic-embed,0.751419,duplicate
bz_pair_0197,snowflake-arctic-embed,0.580607,duplicate
bz_pair_0198,snowflake-arctic-embed,0.586384,duplicate
bz_pair_0199,snowflake-arctic-embed,0.511869,duplicate
bz_pair_0200,snowflake-arctic-embed,0.635954,duplicate
bz_pair_0201,snowflake-arctic-embed,0.702659,duplicate
bz_pair_0202,snowflake-arctic-embed,0.435528,not_duplicate
bz_pair_0203,snowflake-arctic-embed,0.671156,duplicate
bz_pair_0204,snowflake-arctic-embed,0.575928,not_duplicate
bz_pair_0205,snowflake-arctic-embed,0.621382,duplicate
bz_pair_0206,snowflake-arctic-embed,0.534999,duplicate
bz_pair_0207,snowflake-arctic-embed,0.42337,not_duplicate
bz_pair_0208,snowflake-arctic-embed,0.672146,duplicate
bz_pair_0209,snowflake-arctic-embed,0.689072,duplicate
bz_pair_0210,snowflake-arctic-embed,0.677129,duplicate
bz_pair_0211,snowflake-arctic-embed,0.72954,duplicate
bz_pair_0212,snowflake-arctic-embed,0.654013,not_duplicate
bz_pair_0213,snowflake-arctic-embed,0.71511,not_duplicate
bz_pair_0214,snowflake-arctic-embed,0.518432,duplicate
bz_pair_0215,snowflake-arctic-embed,0.684315,duplicate
bz_pair_0216,snowflake-arctic-embed,1.0,duplicate
bz_pair_0217,snowflake-arctic-embed,0.57367,duplicate
bz_pair_0218,snowflake-arctic-embed,0.748245,duplicate
bz_pair_0219,snowflake-arctic-embed,0.77018,duplicate
bz_pair_0220,snowflake-arctic-embed,0.459861,not_duplicate
bz_pair_0221,snowflake-arctic-embed,0.366059,not_duplicate
bz_pair_0222,snowflake-arctic-embed,0.386707,duplicate
bz_pair_0223,snowflake-arctic-embed,0.831822,duplicate
bz_pair_0224,snowflake-arctic-embed,0.371023,not_duplicate
bz_pair_0225,snowflake-arctic-embed,0.557222,not_duplicate
bz_pair_0226,snowflake-arctic-embed,0.732171,duplicate
bz_pair_0227,snowflake-arctic-embed,0.419755,not_duplicate
bz_pair_0228,snowflake-arctic-embed,0.500967,not_duplicate
bz_pair_0229,snowflake-arctic-embed,0.407895,not_duplicate
bz_pair_0230,snowflake-arctic-embed,0.314057,not_duplicate
bz_pair_0231,snowflake-arctic-embed,0.443754,duplicate
bz_pair_0232,snowflake-arctic-embed,0.824129,duplicate
bz_pair_0233,snowflake-arctic-embed,0.605389,not_duplicate
bz_pair_0234,snowflake-arctic-embed,0.563167,duplicate
bz_pair_0235,snowflake-arctic-embed,0.486553,not_duplicate
bz_pair_0236,snowflake-arctic-embed,0.474548,not_duplicate
bz_pair_0237,snowflake-arctic-embed,0.42116,not_duplicate
bz_pair_0238,snowflake-arctic-embed,0.630657,duplicate
bz_pair_0239,snowflake-arctic-embed,0.725439,duplicate
bz_pair_0240,snowflake-arctic-embed,0.383216,not_duplicate
bz_pair_0241,snowflake-arctic-embed,0.798257,duplicate
bz_pair_0242,snowflake-arctic-embed,0.632901,duplicate
bz_pair_0243,snowflake-arctic-embed,0.612255,duplicate
bz_pair_0244,snowflake-arctic-embed,0.748114,duplicate
bz_pair_0245,snowflake-arctic-embed,0.32516,not_duplicate
bz_pair_0246,snowflake-arctic-embed,0.789772,duplicate
bz_pair_0247,snowflake-arctic-embed,0.852765,duplicate
bz_pair_0248,snowflake-arctic-embed,0.757548,duplicate
bz_pair_0249,snowflake-arctic-embed,0.759972,duplicate
bz_pair_0250,snowflake-arctic-embed,0.614061,not_duplicate
bz_pair_0251,snowflake-arctic-embed,0.793558,duplicate
bz_pair_0252,snowflake-arctic-embed,0.541827,duplicate
bz_pair_0253,snowflake-arctic-embed,0.46869,not_duplicate
bz_pair_0254,snowflake-arctic-embed,0.479667,not_duplicate
bz_pair_0255,snowflake-arctic-embed,0.366337,not_duplicate
bz_pair_0256,snowflake-arctic-embed,0.740104,duplicate
bz_pair_0257,snowflake-arctic-embed,0.761599,duplicate
bz_pair_0258,snowflake-arctic-embed,0.62685,duplicate
bz_pair_0259,snowflake-arctic-embed,0.693408,not_duplicate
bz_pair_0260,snowflake-arctic-embed,0.672483,not_duplicate
bz_pair_0261,snowflake-arctic-embed,0.549029,not_duplicate
bz_pair_0262,snowflake-arctic-embed,0.72868,duplicate
bz_pair_0263,snowflake-arctic-embed,0.654839,duplicate
bz_pair_0264,snowflake-arctic-embed,0.570957,duplicate
bz_pair_0265,snowflake-arctic-embed,0.708977,duplicate
bz_pair_0266,snowflake-arctic-embed,0.417341,duplicate
bz_pair_0267,snowflake-arctic-embed,0.347948,not_duplicate
bz_pair_0268,snowflake-arctic-embed,0.549901,duplicate
bz_pair_0269,snowflake-arctic-embed,0.729223,duplicate
bz_pair_0270,snowflake-arctic-embed,0.802102,duplicate
bz_pair_0271,snowflake-arctic-embed,0.530226,not_duplicate
bz_pair_0272,snowflake-arctic-embed,0.942518,duplicate
bz_pair_0273,snowflake-arctic-embed,0.410899,not_duplicate
bz_pair_0274,snowflake-arctic-embed,0.977058,duplicate
bz_pair_0275,snowflake-arctic-embed,0.676579,not_duplicate
bz_pair_0276,snowflake-arctic-embed,0.700352,not_duplicate
bz_pair_0277,snowflake-arctic-embed,0.467057,not_duplicate
bz_pair_0278,snowflake-arctic-embed,0.75525,duplicate
bz_pair_0279,snowflake-arctic-embed,0.692655,duplicate
bz_pair_0280,snowflake-arctic-embed,0.708432,duplicate
bz_pair_0281,snowflake-arctic-embed,0.649293,duplicate
bz_pair_0282,snowflake-arctic-embed,0.622948,duplicate
bz_pair_0283,snowflake-arctic-embed,0.780097,duplicate
bz_pair_0284,snowflake-arctic-embed,0.601743,duplicate
bz_pair_0285,snowflake-arctic-embed,0.556354,duplicate
bz_pair_0286,snowflake-arctic-embed,0.439921,duplicate
bz_pair_0287,snowflake-arctic-embed,0.495539,not_duplicate
bz_pair_0288,snowflake-arctic-embed,0.496142,not_duplicate
bz_pair_0289,snowflake-arctic-embed,0.808783,duplicate
